Region,Country,Emissions,Source,Type,Segment,Reason,Base Year,Emissions Rank,Energy Rank,Notes,Collection Year
Africa,Congo,15.68,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Cote d'Ivoire,53.8,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Democratic Republic of Congo,216.17,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Egypt,15.5,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Equatorial Guinea,0.19,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Eritrea,5.88,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Ethiopia,462.36,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Gabon,17.06,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Ghana,27.55,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Kenya,140.96,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Libya,2.97,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Morocco,14.23,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Mozambique,63.56,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Namibia,1.96,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Niger,34.11,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Nigeria,"1,331.74",IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Senegal,12.06,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Somalia,29.51,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,South Africa,40.57,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,South Sudan,2.33,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Sudan,77.21,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Tanzania,192.06,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Togo,18.76,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Africa,Tunisia,10.13,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Australia,17.77,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Bangladesh,98.32,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,China,984.2,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,India,"1,378.84",IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Indonesia,185.18,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Japan,29.62,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Korea,7.67,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Malaysia,1,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Mongolia,1.12,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,New Zealand,3.5,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Other countries in Southeast Asia,173.84,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Pakistan,413.56,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Philippines,73.88,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Thailand,52.02,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Asia Pacific,Vietnam,35.84,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Argentina,7.07,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Bolivia,2.15,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Brazil,244.18,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Colombia,42.12,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Cuba,2.56,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Ecuador,2.64,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Guyana,0.35,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Paraguay,15.17,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Peru,29.64,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Trinidad and Tobago,0.13,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Uruguay,6.48,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Central and South America,Venezuela,1.71,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Europe,Denmark,18.74,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Europe,Estonia,7.49,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
Europe,France,101.49,IEA,Energy,Bioenergy,All,2022,,,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)",2022
