GEM Mine ID,Country,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),GEM Wiki Page (Non-ENG),Status,Capacity (Mtpa),Opening Year,ROM or Saleable,"Coal Output (Annual, Mt) 2023",Output Accuracy,"Coal Output (Annual, Mt) 2022",Output Accuracy,"Coal Output (Annual, Mt) 2021",Output Accuracy,"Coal Output (Annual, Mt) 2020",Output Accuracy,"Coal Output (Annual, Mt) 2019",Output Accuracy,"Coal Output (Annual, Mt) 2018",Output Accuracy,"Coal Output (Annual, Mt) 2017",Output Accuracy
M1417,China,Mengxiang Open-Pit Coal Mine,,??????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E8%92%99%E7%A5%A5%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%92%99%E7%A5%A5%E7%85%A4%E7%9F%BF,Operating,5,2017,ROM,3.72,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,-,,-,
M1804,China,Mo'ergou Coal Mine,,????????????,https://www.gem.wiki/%E4%B9%8C%E6%B5%B7%E5%B8%82%E6%91%A9%E5%B0%94%E6%B2%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2015,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2365,China,Nahugou Coal Mine,,?????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E9%B8%BF%E9%91%AB%E7%BA%B3%E6%88%B7%E6%B2%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2006,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0338,China,Shengli West No.2 Coal Mine,,????????????????????????,https://www.gem.wiki/%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E9%94%A1%E6%9E%97%E6%B5%A9%E7%89%B9%E7%85%A4%E7%9F%BF%E8%83%9C%E5%88%A9%E8%A5%BF%E4%BA%8C%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,10,2021,ROM,7.44,Estimated,7.49,Estimated,7.45,Estimated,-,,-,,-,,-,
M0341,China,Shenhua Heidaigou Surface Coal Mine,,????????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E5%87%86%E6%A0%BC%E5%B0%94%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%BB%91%E5%B2%B1%E6%B2%9F%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,34,1999,ROM,25.30,Estimated,25.47,Estimated,25.33,Estimated,28.28,Reported,24.00,Estimated,24.00,Estimated,-,
M1213,China,Tingziyan Surface Mine,,???????????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E7%AA%91%E6%B2%9F%E4%B9%A1%E5%8E%85%E5%AD%90%E5%A0%B0%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%8E%85%E5%AD%90%E5%A0%B0%E7%85%A4%E7%9F%BF,Operating,3,2021,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,-,,-,,-,,-,
M2379,China,Wanqi Jinghua Coal Mine,,?????????????????,https://www.gem.wiki/%E4%B9%8C%E6%B5%B7%E5%B8%82%E4%B8%87%E4%BC%81%E6%99%AF%E5%8D%8E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2006,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2483,China,West No. 3 Surface Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%83%9C%E5%88%A9%E7%9F%BF%E5%8C%BA%E8%83%9C%E5%88%A9%E8%A5%BF%E4%B8%89%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,6,2022,ROM,4.46,Estimated,4.49,Estimated,-,,-,,-,,-,,-,
M2381,China,Wuhai Xinxing Coal Mine,,???????????????,https://www.gem.wiki/%E4%B9%8C%E6%B5%B7%E5%B8%82%E6%96%B0%E6%98%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2000,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1226,China,Wujiata Surface Mine,,??????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%A5%9E%E4%B8%9C%E5%A4%A9%E9%9A%86%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%AD%A6%E5%AE%B6%E5%A1%94%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,4,1996,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M2452,China,Wulanhada Coal Mine,,??????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E7%A5%9E%E5%B1%B1%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%8C%E5%85%B0%E5%93%88%E8%BE%BE%E7%85%A4%E7%9F%BF,Operating,5,2007,ROM,3.72,Estimated,1.57,Estimated,1.56,Estimated,1.47,Estimated,-,,-,,-,
M2242,China,Xinxin Coal Mine,,???????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%92%99%E6%B3%B0%E6%96%B0%E9%91%AB%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E9%91%AB%E7%85%A4%E7%9F%BF,Operating,2.4,2013,ROM,1.79,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,-,,-,
M1242,China,Yidong Gucheng Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E4%B8%9C%E9%9B%86%E5%9B%A2%E5%8F%A4%E5%9F%8E%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%8F%A4%E5%9F%8E%E7%85%A4%E7%9F%BF,Operating,3,2022,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,-,,-,,-,,-,
M0415,China,Yuanbaoshan Coal Mine,,????????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%B9%B3%E5%BA%84%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%85%83%E5%AE%9D%E5%B1%B1%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,12,2005,ROM,8.93,Estimated,8.99,Estimated,8.94,Estimated,8.38,Estimated,8.47,Estimated,5.65,Estimated,-,
M2359,China,Yuanyuan Surface Coal Mine 958 Mining Area,,???????????????????958??,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%BA%90%E6%BA%90%E8%83%BD%E6%BA%90%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF958%E9%87%87%E5%8C%BA,Operating,1.2,2002,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2290,China,Yunjialing Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%82%AF%E9%83%B8%E4%BA%91%E9%A9%BE%E5%B2%AD%E7%9F%BF,Operating,1.8,1992,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,1.80,Reported
M0173,China,Baiyinhua Haizhou No. 4 Surface Mine,??????????,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E7%99%BD%E9%9F%B3%E5%8D%8E%E6%B5%B7%E5%B7%9E%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%9B%9B%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,5,2015,ROM,3.72,Estimated,3.75,Estimated,3.73,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M1346,China,Balongtu Surface Mine,,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%B1%87%E8%83%BD%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E5%B7%B4%E9%9A%86%E5%9B%BE%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,5,2013,ROM,3.72,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,2.47,Estimated,-,
M1106,China,Chaonaoliang Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E6%BD%AE%E8%84%91%E6%A2%81%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,8,1912,ROM,5.95,Estimated,3.00,Estimated,2.98,Estimated,2.79,Estimated,2.82,Estimated,2.82,Estimated,-,
M1872,China,Desheng No. 3 Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%BE%B7%E6%99%9F%E5%AE%9E%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%89%E7%9F%BF,Operating,1.2,2010,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1871,China,Desheng No.2 Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%BE%B7%E6%99%9F%E5%AE%9E%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BA%8C%E7%9F%BF,Operating,1.2,2010,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1116,China,Dongming Surface Mine,,???????????????????,https://www.gem.wiki/%E5%91%BC%E4%BC%A6%E8%B4%9D%E5%B0%94%E4%B8%9C%E6%98%8E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%9C%E6%98%8E%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,4,2008,ROM,2.98,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M2316,China,Hedong Baijialiang Coal Mine,,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%81%92%E4%B8%9C%E9%9B%86%E5%9B%A2%E7%99%BD%E5%AE%B6%E6%A2%81%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2.4,2012,ROM,1.79,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1799,China,Hengbo Coal Mine,?????????????????,???????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%81%92%E4%B8%9C%E9%9B%86%E5%9B%A2%E6%81%92%E5%8D%9A%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2.4,2003,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2373,China,Hongran Coal Mine,,?????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%AE%8F%E7%87%83%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M1133,China,Huajian Surface Mine,,??????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%8C%97%E8%81%94%E7%94%B5%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%93%A7%E5%B0%96%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,4,2012,ROM,2.98,Estimated,3.00,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M1139,China,Huilong Surface Mine,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%81%92%E4%B8%9C%E9%9B%86%E5%9B%A2%E6%B1%87%E9%9A%86%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%B1%87%E9%9A%86%E7%85%A4%E7%9F%BF,Operating,6,-,ROM,4.46,Estimated,4.49,Estimated,4.47,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M0337,China,Shengli No.1 Open-Pit Coal Mine,,???????????????????,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%83%9C%E5%88%A9%E4%B8%80%E5%8F%B7%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,28,2013,ROM,20.83,Estimated,20.97,Estimated,20.86,Estimated,21.07,Reported,14.12,Estimated,14.12,Estimated,-,
M2147,China,Sunsangou Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%B8%BF%E8%BF%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AD%99%E4%B8%89%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.8,2005,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1805,China,Yangbaoqu Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%81%92%E4%B8%9C%E9%9B%86%E5%9B%A2%E9%98%B3%E5%A0%A1%E6%B8%A0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2005,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0428,China,Zhanihe Surface Mine,,?????????????????????,https://www.gem.wiki/%E5%A4%A7%E9%9B%81%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%89%8E%E5%B0%BC%E6%B2%B3%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,8,2017,ROM,5.95,Estimated,4.49,Estimated,4.47,Estimated,4.19,Estimated,-,,-,,-,
M0174,China,Baiyinhua No. 2 Surface Mine,???????????????????????????????,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%99%BD%E9%9F%B3%E5%8D%8E%E7%85%A4%E7%94%B5%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,15,2010,ROM,11.16,Estimated,11.24,Estimated,11.18,Estimated,10.47,Estimated,10.59,Estimated,10.59,Estimated,-,
M2372,China,Baoli Coal Mine,,?????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%AE%9D%E5%88%A9%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,3,2005,ROM,2.23,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0221,China,Gaoshangou Coal Mine,,???????????????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E6%96%87%E5%85%B4%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%AB%98%E5%B1%B1%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M1936,China,Haolailiang Caol Mine,,??????????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E8%81%9A%E8%83%BD%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A3%95%E8%B5%96%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,2,2003,ROM,1.49,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M1131,China,Hongfeng Surface Mine,,???????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%AE%8F%E4%B8%B0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,5,2011,ROM,3.72,Estimated,4.49,Estimated,4.47,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M1808,China,Houwenjialiang Coal Mine,,?????????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B9%8C%E5%85%B0%E7%85%A4%E7%82%AD%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%90%8E%E6%B8%A9%E5%AE%B6%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,1.8,2012,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M2053,China,Manlailiang Surface Mine,,????????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B9%8C%E5%85%B0%E7%85%A4%E7%82%AD%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%BB%A1%E6%9D%A5%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,2.4,2009,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2377,China,Mengxi Xinyuan Coal Mine,,???????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E8%92%99%E8%A5%BF%E9%91%AB%E6%BA%90%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2007,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0294,China,Minda Surface Mine,,????????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E6%B0%91%E8%BE%BE%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF%EF%BC%88%E6%B0%91%E8%BE%BE%E9%9C%B2%E5%A4%A9%E7%9F%BF%EF%BC%89,Operating,8,2009,ROM,5.95,Estimated,3.75,Estimated,3.73,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M1186,China,Qianjin Surface Mine,,????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E6%B0%B8%E6%81%92%E5%8D%8E%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%89%8D%E8%BF%9B%E7%85%A4%E7%9F%BF,Operating,5,2004,ROM,3.72,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,-,
M2366,China,Qianligou Wolong Coal Mine,,???????????,https://www.gem.wiki/%E9%84%82%E6%89%98%E5%85%8B%E6%97%97%E5%8D%83%E9%87%8C%E6%B2%9F%E5%8D%A7%E9%BE%99%E7%85%A4%E7%9F%BF,Operating,1.2,-,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M2095,China,Rongheng Surface Mine,,???????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B9%8C%E5%85%B0%E7%85%A4%E7%82%AD%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%8D%A3%E6%81%92%E7%85%A4%E7%9F%BF,Operating,2.4,-,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M2098,China,Ruide Coal Mine,,???????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E7%91%9E%E5%BE%B7%E7%85%A4%E5%8C%96%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%91%9E%E5%BE%B7%E7%85%A4%E7%9F%BF,Operating,1.8,2004,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M0339,China,Shenhua Baorixile Surface Coal Mine,,????????????????,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E5%AE%9D%E6%97%A5%E5%B8%8C%E5%8B%92%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AE%9D%E6%97%A5%E5%B8%8C%E5%8B%92%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,35,2009,ROM,40.94,Reported,36.16,Reported,26.08,Estimated,21.44,Reported,24.71,Estimated,24.71,Estimated,-,
M1795,China,Shuiquan Surface Coal Mine,,????????????????????????????????????????????,https://www.gem.wiki/%E5%9B%BD%E8%83%BD%E5%8C%85%E5%A4%B4%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%B0%B4%E6%B3%89%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,1.2,2008,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2370,China,Tengyuan Coal Mine,,???????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E8%85%BE%E8%BF%9C%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,2.4,2007,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2378,China,Yongshun Coal Mine,,?????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E6%B0%B8%E9%A1%BA%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2.4,2008,ROM,1.79,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M0298,China,Nayuan Surface Coal Mine,,??????????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%B7%B4%E9%9F%B3%E5%AD%9F%E5%85%8B%E7%BA%B3%E6%BA%90%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%EF%BC%88%E7%BA%B3%E6%BA%90%E9%9C%B2%E5%A4%A9%E7%9F%BF%EF%BC%89,Operating,6,2012,ROM,4.46,Estimated,4.49,Estimated,4.47,Estimated,3.49,Estimated,3.53,Estimated,3.53,Estimated,-,
M0178,China,Baode Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E5%9B%BD%E7%A5%9E%E5%8D%8E%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BF%9D%E5%BE%B7%E7%85%A4%E7%9F%BF,Operating,3,2023,ROM,2.23,Estimated,-,,-,,-,,-,,-,,-,
M3773,China,Ordos Jinyun Coal Mine,,?????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E9%87%91%E8%BF%90%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2.4,2007,ROM,1.79,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1988,China,Jinbao Coal Mine,,??????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%BF%BB%E5%B7%9E%E7%A5%9E%E8%BE%BE%E6%99%8B%E4%BF%9D%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,3,1958,ROM,2.23,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
