GEM Mine ID,Country,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),GEM Wiki Page (Non-ENG),Status,Capacity (Mtpa),Opening Year,ROM or Saleable,"Coal Output (Annual, Mt) 2023",Output Accuracy,"Coal Output (Annual, Mt) 2022",Output Accuracy,"Coal Output (Annual, Mt) 2021",Output Accuracy,"Coal Output (Annual, Mt) 2020",Output Accuracy,"Coal Output (Annual, Mt) 2019",Output Accuracy,"Coal Output (Annual, Mt) 2018",Output Accuracy,"Coal Output (Annual, Mt) 2017",Output Accuracy
M2305,China,Zhongneng Yi'an Coal Mine,,????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E7%9C%81%E5%BA%9C%E8%B0%B7%E5%8E%BF%E4%B8%AD%E8%83%BD%E4%BA%BF%E5%AE%89%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.8,2016,ROM,1.34,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1985,China,Jidong Coal Mine,,????????????????????,https://www.gem.wiki/%E6%B2%88%E9%98%B3%E7%84%A6%E7%85%A4%E9%B8%A1%E8%A5%BF%E7%9B%9B%E9%9A%86%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%B8%A1%E4%B8%9C%E7%85%A4%E7%9F%BF,Operating,1.5,1957,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,-,
M2209,China,Xiaoming Coal Mine,,?????????????????,https://www.gem.wiki/%E9%93%81%E6%B3%95%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%99%93%E6%98%8E%E7%9F%BF,Operating,1.2,1968,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,1.38,Estimated,1.38,Estimated,-,
M1303,China,Xinglong Coal Mine,,????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E8%A5%BF%E9%9F%A9%E5%85%B4%E9%9A%86%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2023,ROM,0.89,Estimated,0.90,Estimated,-,,-,,-,,-,,-,
M2280,China,Yuandian Erjing Coal Mine,,?????????????????,https://www.gem.wiki/%E5%AE%89%E5%BE%BD%E7%9C%81%E4%BA%B3%E5%B7%9E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A2%81%E5%BA%97%E4%BA%8C%E4%BA%95,Operating,1.5,2010,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,0.64,Estimated,1.06,Estimated,1.50,Reported
M1323,China,Xinyan Coal Mine,,?????????????????,https://www.gem.wiki/%E5%90%95%E6%A2%81%E4%B8%9C%E4%B9%89%E9%9B%86%E5%9B%A2%E7%85%A4%E6%B0%94%E5%8C%96%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%91%AB%E5%B2%A9%E7%85%A4%E7%9F%BF,Operating,2.4,2021,ROM,1.79,Estimated,1.80,Estimated,-,,-,,-,,-,,-,
M4708,China,Inner Mongolia Dalat Banner Yangchang Coal Mine,,??????????????????,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%AE%87%E4%BD%B3%E6%8A%95%E8%B5%84%E7%BD%AE%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%BE%BE%E6%97%97%E7%BE%8A%E5%9C%BA%E7%85%A4%E7%9F%BF,Operating,1.8,2007,ROM,1.34,Estimated,0.67,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,-,
M4718,China,Inner Mongolia Jungar Banner Dongda Coal Mine,,??????????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E4%B8%87%E5%85%B4%E9%9A%86%E5%B7%A5%E8%B4%B8%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%87%86%E6%97%97%E4%B8%9C%E8%BE%BE%E7%85%A4%E7%9F%BF,Operating,1.8,2006,ROM,1.34,Estimated,1.35,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,-,,-,
M4720,China,Inner Mongolia Jungar Banner Yangjiaqu Coal Mine,,?????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E6%9D%A8%E5%AE%B6%E6%B8%A0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2,2008,ROM,1.49,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M4721,China,Inner Mongolia Wenyu Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%91%AB%E6%B3%B0%E7%85%A4%E7%82%AD%E5%BC%80%E9%87%87%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%87%E7%8E%89%E7%85%A4%E7%9F%BF,Operating,1.2,2006,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M4737,China,Heilongjiang Dongrong No. 1 Coal Mine,,?????????????????????????,https://www.gem.wiki/%E9%BB%91%E9%BE%99%E6%B1%9F%E9%BE%99%E7%85%A4%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%8C%E9%B8%AD%E5%B1%B1%E5%88%86%E5%85%AC%E5%8F%B8%E4%B8%9C%E8%8D%A3%E4%B8%80%E7%9F%BF,Operating,1.8,-,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,0.64,Estimated,-,
M3706,China,Changcheng No. 2 Coal Mine,,??????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%8A%E6%B5%B7%E5%BA%99%E7%9F%BF%E5%8C%BA%E9%95%BF%E5%9F%8E%E4%BA%8C%E5%8F%B7%E7%85%A4%E7%9F%BF%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,Operating,1.2,2020,ROM,0.89,Estimated,2.33,Reported,1.11,Reported,3.82,Reported,-,,-,,-,
M4765,China,Shaanxi Fugu Hongjian Coal Mine,,???????????,https://www.gem.wiki/%E5%BA%9C%E8%B0%B7%E5%8E%BF%E5%BC%98%E5%BB%BA%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2013,ROM,0.89,Estimated,0.67,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,-,
M4770,China,Shaanxi Fugu Tongyuan Coal Mine,,???????????,https://www.gem.wiki/%E5%BA%9C%E8%B0%B7%E5%8E%BF%E9%80%9A%E6%BA%90%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.5,2011,ROM,1.12,Estimated,0.67,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,-,
M4780,China,Shaanxi Shenmu Hepan Coal Mine,,??????????????,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E5%8E%BF%E5%AD%99%E5%AE%B6%E5%B2%94%E9%95%87%E6%B5%B7%E6%B9%BE%E6%9D%91%E6%B2%B3%E7%95%94%E7%85%A4%E7%9F%BF,Operating,1.5,2001,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,0.64,Estimated,0.64,Estimated,-,
M4790,China,Gansu Zhangye Huacaotan Coal Mine,,????????????????,https://www.gem.wiki/%E5%BC%A0%E6%8E%96%E5%B8%82%E5%AE%8F%E8%83%BD%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%8A%B1%E8%8D%89%E6%BB%A9%E7%85%A4%E7%9F%BF,Operating,1.8,2004,ROM,1.34,Estimated,1.35,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,0.90,Reported
M4792,China,Gansu Pingliang Xin'an Coal Mine,,????????????????,https://www.gem.wiki/%E5%B9%B3%E5%87%89%E6%96%B0%E5%AE%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E5%AE%89%E7%85%A4%E7%9F%BF,Operating,1.5,2011,ROM,1.12,Estimated,1.12,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,0.90,Reported
M4800,China,Xinjiang Hutubi Xigou Coal Mine,,???????????,https://www.gem.wiki/%E5%91%BC%E5%9B%BE%E5%A3%81%E5%8E%BF%E7%9F%B3%E6%A2%AF%E5%AD%90%E8%A5%BF%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.2,2004,ROM,0.67,Estimated,0.67,Estimated,0.67,Estimated,0.84,Estimated,0.64,Estimated,0.64,Estimated,-,
M4811,China,Xinjiang Heishantou Surface Mine,,??????????????????????,https://www.gem.wiki/%E6%96%B0%E7%96%86%E9%87%91%E8%83%BD%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%B0%E7%96%86%E5%A5%87%E5%8F%B0%E5%8E%BF%E9%BB%91%E5%B1%B1%E5%A4%B4%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,4,2014,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,-,,-,,-,,-,
M4812,China,Xinjiang Yushuling Coal Mine,,???????????????????,https://www.gem.wiki/%E5%BA%93%E8%BD%A6%E5%8E%BF%E6%A6%86%E6%A0%91%E5%B2%AD%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%A6%86%E6%A0%91%E5%B2%AD%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,-,,-,,-,
M4819,China,Shanxi Lüliang Lishi Yongning Coal Mine,,??????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%90%95%E6%A2%81%E7%A6%BB%E7%9F%B3%E6%B0%B8%E5%AE%81%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2014,ROM,0.89,Estimated,0.90,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,-,
M4827,China,Baotou Energy Shenshan Coal Mine,,??????????????????,https://www.gem.wiki/%E5%9B%BD%E8%83%BD%E5%8C%85%E5%A4%B4%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%A5%9E%E5%B1%B1%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,1.2,2016,ROM,0.89,Estimated,0.90,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4828,China,Shanxi Xiyang Beiping Coal Mine,,??????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%98%94%E9%98%B3%E5%AE%89%E9%A1%BA%E5%8C%97%E5%9D%AA%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.6,1998,ROM,1.19,Estimated,1.20,Estimated,1.19,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M5043,China,Shanxi Cilinshan Coal Mine,,????????????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%BD%9E%E5%AE%89%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%85%88%E6%9E%97%E5%B1%B1%E7%85%A4%E4%B8%9A%E5%85%AC%E5%8F%B8%E6%85%88%E6%9E%97%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,1.2,2008,ROM,0.89,Estimated,1.49,Reported,1.43,Reported,1.02,Reported,1.50,Reported,1.50,Reported,-,
M4829,China,Shanxi Heilongguan Coal Mine,,?????????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%BD%9E%E5%AE%89%E9%9B%86%E5%9B%A2%E8%92%B2%E5%8E%BF%E9%BB%91%E9%BE%99%E5%85%B3%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2011,ROM,0.89,Estimated,0.90,Estimated,0.90,Reported,0.63,Estimated,0.64,Estimated,-,,-,
M4834,China,Shanxi Jiafeng Coal Mie,,????????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%A6%BB%E6%9F%B3%E7%84%A6%E7%85%A4%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BD%B3%E5%B3%B0%E7%85%A4%E7%9F%BF,Operating,1.2,2012,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.63,Estimated,0.64,Estimated,-,,-,
M4837,China,Shanxi Changdu Coal Mine,,??????????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%99%8B%E7%85%A4%E9%9B%86%E5%9B%A2%E6%B3%BD%E5%B7%9E%E5%A4%A9%E5%AE%89%E6%98%8C%E9%83%BD%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2014,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4840,China,Shanxi Yide Coal Mine,,??????????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E9%9B%86%E5%9B%A2%E5%92%8C%E9%A1%BA%E7%9B%8A%E5%BE%B7%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2011,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.63,Estimated,-,,-,,-,
M4843,China,Shanxi Jingu Coal Mine,,????????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%8F%A4%E5%8E%BF%E9%87%91%E8%B0%B7%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2013,ROM,0.89,Estimated,0.90,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.42,Estimated,-,
M4855,China,Shanxi Yangquan Tian'an Coal Mine,,??????????????,https://www.gem.wiki/%E9%98%B3%E6%B3%89%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E5%A4%A9%E5%AE%89%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2019,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.63,Estimated,0.64,Estimated,-,,-,
M4858,China,Inner Mongolia Xinyuan Coal Mine,??????????????????????,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%92%99%E6%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%91%AB%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,1.5,2022,ROM,1.12,Estimated,1.12,Estimated,-,,-,,-,,-,,-,
M4859,China,Inner Mongolia Wunite Coal Mine,???????????????????,????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%A3%95%E9%80%9A%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%8C%E5%B0%BC%E7%89%B9%E7%85%A4%E7%9F%BF,Operating,1.2,2007,ROM,0.89,Estimated,0.34,Estimated,0.34,Estimated,0.31,Estimated,0.32,Estimated,0.32,Estimated,-,
M4860,China,Inner Mongolia Dalat Banner  Li Wuxing Coal Mine,,????????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E9%AB%98%E5%A4%B4%E7%AA%91%E6%9D%8E%E4%BA%94%E5%85%B4%E7%85%A4%E7%9F%BF,Operating,1.8,2008,ROM,1.34,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,1.38,Reported,-,
M4861,China,Inner Mongolia Dalat Banner  Gaotouyao Coal Mine,,???????????????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E7%9B%8A%E9%98%B3%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%AB%98%E5%A4%B4%E7%AA%91%E7%85%A4%E7%9F%BF,Operating,2.4,2010,ROM,1.79,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4862,China,Inner Mongolia Ejin Horo Banner Delong Coal Mine,,?????????????,https://www.gem.wiki/%E4%BC%8A%E9%87%91%E9%9C%8D%E6%B4%9B%E6%97%97%E5%BE%B7%E9%9A%86%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,2018,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.42,Estimated,-,,-,,-,
M4864,China,Inner Mongolia Dalat Banner  Wuhua Coal Mine,,??????????????,https://www.gem.wiki/%E8%BE%BE%E6%8B%89%E7%89%B9%E6%97%97%E7%89%A9%E5%8D%8E%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2009,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4866,China,Inner Mongolia Jungar Banner Dashiquan Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E5%A4%A7%E7%9F%B3%E5%9C%88%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2019,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,-,,-,
M4868,China,Inner Mongolia Yiyuan Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BA%BF%E6%BA%90%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BA%BF%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,1,2007,ROM,0.74,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,-,,-,
M4869,China,Inner Mongolia Ordos Juxinlong Coal Mine,,????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E8%81%9A%E9%91%AB%E9%BE%99%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2012,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4870,China,Inner Mongolia Ordos Zhangjialiang Coal Mine,,????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%BC%A0%E5%AE%B6%E6%A2%81%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1,2007,ROM,0.74,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4871,China,Inner Mongolia Ordos Bayin Mengke Coal Mine,,?????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%B7%B4%E9%9F%B3%E5%AD%9F%E5%85%8B%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2008,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4872,China,Inner Mongolia Jungar Banner Wujialiang Coal Mine,,???????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E6%99%AF%E7%A6%8F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%90%B4%E5%AE%B6%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,1.2,2004,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4873,China,Inner Mongolia Jungar Banner Zhaoerchengqu Coal Mine,,??????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E8%B5%B5%E4%BA%8C%E6%88%90%E6%B8%A0%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2007,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4874,China,Inner Mongolia Jungar Banner Gaoxigou Coal Mine,,???????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E8%81%9A%E9%91%AB%E7%85%A4%E7%84%A6%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%AB%98%E8%A5%BF%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.2,2003,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4875,China,Inner Mongolia Otog Banner Ergetu Coal Mine,,?????????,https://www.gem.wiki/%E9%84%82%E6%89%98%E5%85%8B%E6%97%97%E5%B0%94%E6%A0%BC%E5%9B%BE%E7%85%A4%E7%9F%BF,Operating,1.2,2003,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4877,China,Inner Mongolia Ordos Luotuoshan Coal Mine,,??????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E8%92%99%E6%B3%B0%E9%AA%86%E9%A9%BC%E5%B1%B1%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2007,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4878,China,Inner Mongolia Zhifu Coal Mine,,?????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E4%B8%9C%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%87%B4%E5%AF%8C%E7%85%A4%E7%9F%BF,Operating,1.2,2000,ROM,0.89,Estimated,0.67,Estimated,0.67,Estimated,0.63,Estimated,0.64,Estimated,0.64,Estimated,-,
M4880,China,Inner Mongolia Qingshuihe Liuhuliang Coal Mine,,????????????????????,https://www.gem.wiki/%E6%B8%85%E6%B0%B4%E6%B2%B3%E5%8E%BF%E5%88%98%E8%83%A1%E6%A2%81%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%88%98%E8%83%A1%E6%A2%81%E9%87%87%E5%8C%BA,Operating,1,1997,ROM,0.74,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4884,China,Inner Mongolia Babaogou Coal Mine,,??????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%85%AB%E5%AE%9D%E6%B2%9F%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.8,2010,ROM,1.34,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4888,China,Inner Mongolia Damiaoqu Coal Mine,,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%BC%8A%E4%B8%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E5%BA%99%E6%B8%A0%E7%85%A4%E7%9F%BF,Operating,1.2,2003,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4889,China,Inner Mongolia Wulanqu Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%A5%BF%E8%92%99%E6%82%A6%E8%BE%BE%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%8C%E5%85%B0%E6%B8%A0%E7%85%A4%E7%9F%BF,Operating,1.2,-,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4891,China,Inner Mongolia Jungar Banner Gongjiata Coal Mine,,????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E8%A5%BF%E8%92%99%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%87%86%E6%97%97%E5%BC%93%E5%AE%B6%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,1.2,1998,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4894,China,Inner Mongolia Jungar Banner Shilian Coal Mine,,????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E9%A3%9F%E8%81%94%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.2,2008,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
M4895,China,Jungar Banner Zhuozheng Coal Mine,,??????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E5%8D%93%E6%AD%A3%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,1.2,2006,ROM,0.89,Estimated,0.45,Estimated,0.45,Estimated,0.42,Estimated,0.42,Estimated,0.42,Estimated,-,
