GEM_MINE_ID,EPA,EMAIL_SENT,MSHA_ID,COUNTRY,MINE_NAME,MINE_NAME_AKAS,MINE_NAME__NONENG,GEM_WIKI_URLS,STATUS,STATUS_DETAIL,PROJECT_TYPE,PROJECT_PHASE,OWNERS,OWNERS__NONENG,PARENT_COMPANY,COMPANY_HQS,CAPACITY__MTPA,PRODUCTION__MTPA,YEAR_OF_PRODUCTION,COAL_OUTPUT__ANNUAL_MST,MINE_TYPE,MINING_METHOD,MINE_SIZE__KM2,MINE_DEPTH__M,DEPTH_ACCURACY,WORKFORCE_SIZE,WORKFORCE_ACCURACY,COAL_TYPE,COAL_GRADE,TOTAL_RESERVES__PROVEN_AND_PROBABLE_MT,YEAR_OF_TOTAL_RESERVES_RECORDED,TOTAL_RESOURCE__INFERRED_INDICATED_MEASURED,RESERVE_TO_PRODUCTION_RATIO__RP,OPENING_YEAR,REPORTED_LIFE_OF_MINE,COALFIELD,LOCATION,PREFECTURE_DISTRICT,STATE_PROVINCE,SUBREGION,REGION,LATITUDE,LONGITUDE,LOCATION_ACCURACY,PRIMARY_CONSUMER_DESTINATION,COAL_PLANT_STEEL_PLANT_TERMINAL,COAL_PLANT_STEEL_PLANT_TERMINAL_GEM_WIKI,REPORTED_COAL_MINE_METHANE_EMISSIONS__THOUSAND_TONNES__CO2E,YEAR_OF_REPORTED_COAL_MINE_METHANE_EMISSIONS,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__MCMYR,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__M_TONNESYR,CMM_EMISSIONS__CO2E_20_YEARS,CMM_EMISSIONS__CO2E_100_YEARS,UPV_,SRON,GEM_FIRST_50_MINES,DATA_INTEGRATION_MINES,TOP_5_MINES,NOTES,YEAR_OF_COAL_OUTPUT,COAL_OUTPUT__ANNUAL_MT_REF,PERCENTAGE_OF_MET_COAL,PERCENTAGE_OF_THERMAL_COAL,MET_COAL_OUTPUT__MTPA,THERMAL_COAL_OUTPUT__MTPA,PERCENTAGE_REF,ACCURACY_RATING,MINE_BOUNDARIES_DELIVERY_DATE,POINT_SOURCE_LOCATION_DELIVERY_DATE,COMPANIES_AND_COUNTRIES_DELIVERY_DATE,MARS_DATA_DELIVERY_DATE,SCIENCE_STUDIES_DELIVERY_DATE,DATA_INTEGRATION_DELIVERY_DATE
M2111,,,,China,Shanmushu Coal Mine,,四川芙蓉集团实业有限责任公司杉木树煤矿,https://www.gem.wiki/Shanmushu_Coal_Mine,Mothballed,,,,Sichuan Furong Group Industrial Company Shanmushu Coal Mine,-,Sichuan Coal Industry Group,China,1.2,*,"2,019",,Underground,Longwall,18.38,550,Exact,"2,103",Exact,Anthracite,Thermal,10,-,-,8,"1,972",6,,"Xiwei , Xunchang",Yibin,Sichuan,Eastern Asia,Asia,28.47,104.67,Exact,,,,,,35.4,0.024,2,0.7,,,,,,,,,,,,,,,,,,,,
M2112,,,,China,Shanxian Zhangji Coal Mine,,单县丰源实业有限公司,https://www.gem.wiki/Shanxian_Zhangji_Coal_Mine,Operating,,,,Shanxian Fengyuan Industrial Company,-,Shandong Yizhou State-Owned Assets Management Group,China,1.2,*,"2,023",,Underground,Longwall,32.9,800,Exact,"1,300",Exact,Bituminous,Met,80,-,-,67,"2,017",48,Shanxian,Zhangji,Heze,Shandong,Eastern Asia,Asia,34.82,116.36,Exact,,,,,,23.3,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2113,,,,China,Shanzhai Coal Mine,,华亭煤业集团有限责任公司山寨煤矿,https://www.gem.wiki/Shanzhai_Coal_Mine,Operating,,,,Huating Coal Industry Group,-,China Huaneng,China,2.1,*,"2,019",,Underground,Longwall,10.29,"1,000",Exact,"1,276",Exact,Bituminous,Thermal,106,-,-,50,"1,999",19,Huating,Cedi,Pingliang,Gansu,Eastern Asia,Asia,35.31,106.62,Exact,Coal Plant,Huaneng Pingliang Lingtai power station,https://www.gem.wiki/Huaneng_Pingliang_Lingtai_power_station,,,43.2,0.029,2.4,0.9,,,,,,,,,,,,,,,,,,,,
M2114,,,,China,Shaoyaohua Coal Mine,,山西山阴芍药花煤业有限公司,https://www.gem.wiki/Shaoyaohua_Coal_Mine,Operating,,,,Shanxi Sea Coal Industry Company,-,Shanxi Hengming Mining Company,China,3,*,"2,022",,Underground,-,5.31,456,Estimate,182,Estimate,Bituminous,Thermal,20,-,-,7,"2,005",8,Datong,Maying,Shuozhou,Shanxi,Eastern Asia,Asia,39.74,112.77,Exact,,,,,,47.5,0.032,2.6,0.9,,,,,,,,,,,,,,,,,,,,
M2115,,,,China,Shengli Coal Mine,,临县胜利煤焦有限责任公司,https://www.gem.wiki/Shengli_Coal_Mine,Operating,,,,Linxian Shengli Coal and Coke Company,-,Linxian Huaye Energy Company,China,1.8,*,"2,022",,Underground,Longwall,7.68,710,Exact,655,Exact,Bituminous,Met,44,-,-,24,"2,005",16,Qinshui,Zhaoxian,Luliang,Shanxi,Eastern Asia,Asia,37.67,110.93,Exact,,,,,,33.6,0.023,1.9,0.7,,,,,,,,,,,,,,,,,,,,
M2116,,,,China,Shengtai Coal Mine,,山西煤炭运销集团盛泰煤业有限公司,https://www.gem.wiki/Shengtai_Coal_Mine,Operating,,,,Shanxi Coal Transportation and Marketing Group Jincheng Company,-,Jinneng Group,China,1.8,*,"2,022",,Underground,-,14.55,456,Estimate,671,Exact,Anthracite,Thermal,56,-,-,31,"2,016",34,Qinshui,Chenqu,Jincheng,Shanxi,Eastern Asia,Asia,35.87,113.08,Exact,,,,,,50.6,0.034,2.8,1,,,,,,,,,,,,,,,,,,,,
M2117,,,,China,Shenhuo Xinzhuang Coal Mine,,河南神火煤电股份有限公司新庄煤矿,https://www.gem.wiki/Shenhuo_Xinzhuang_Coal_Mine,Operating,,,,Henan Shenhuo Coal and Electricity Company,-,Henan Shenhuo Group,China,1.8,*,"2,019",,Underground,Longwall,22.5,580,Exact,"3,627",Exact,Anthracite,Thermal,48,-,-,27,"1,995",19,Yongxia,"Xinzhuang, Miaoqiao ship",Shangqiu,Henan,Eastern Asia,Asia,33.92,116.62,Exact,,,,,,54,0.036,3,1.1,,,,,,,,,,,,,,,,,,,,
M2118,,,,China,Shenjiazhuang Coal Mine,,山西高平科兴申家庄煤业有限公司,https://www.gem.wiki/Shenjiazhuang_Coal_Mine,Operating,,,,Shanxi Gaoping Kexing Shenjiazhuang Coal Industry Company,-,Shanxi Kexing Energy Development Company,China,1.2,*,"2,022",,Underground,Longwall,31.5,815,Exact,"2,158",Exact,Anthracite,Thermal,108,-,-,90,"1,999",-,Qinshui,"Quanzetou , Yonglu ship",Jincheng,Shanxi,Eastern Asia,Asia,35.87,112.91,Exact,,,,,,38.7,0.026,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M2119,,,,China,Shenmu Cuijiagou Coal Mine,,陕西神木市孙家岔镇崔家沟合伙煤矿 (曾用名：陕西神木县孙家岔镇崔家沟合伙煤矿）,https://www.gem.wiki/Shenmu_Cuijiagou_Coal_Mine,Operating,,,,Shenmu County Sunjiacha Town Cuijiagou Partnership Coal Mine,-,Shenmu County Sunjiacha Town Cuijiagou Partnership Coal Mine,China,2.6,*,"2,022",,Underground,Longwall,4.22,217,Exact,293,Estimate,Bituminous,Thermal,35,-,-,13,"1,998",21,Shenfu,"Liushipan , Sunjiacha",Yulin,Shaanxi,Eastern Asia,Asia,39.07,110.24,Exact,,,,,,27.9,0.019,1.5,0.6,,,,,,,,,,,,,,,,,,,,
M2120,,,,China,Shenmu Dongchuan Coal Mine,,神木市大柳塔东川矿业有限公司,https://www.gem.wiki/Shenmu_Dongchuan_Coal_Mine,Operating,,,,Shenmu Daliuta Dongchuan Mining Company,-,Shenmu Daliuta Dongchuan Mining Company,China,3,*,"2,023",,Underground,Longwall,11.23,165,Exact,975,Exact,Bituminous,Thermal,57,-,-,19,"2,014",27,Shenfu,"Temagou , Daliuta",Yulin,Shaanxi,Eastern Asia,Asia,39.27,110.38,Exact,,,,,,27.1,0.018,1.5,0.5,,,,,,,,,,,,,,,,,,,,
M2121,,,,China,Shenmu Jiayuan Coal Mine,,神木县嘉元煤业集团有限责任公司,https://www.gem.wiki/Shenmu_Jiayuan_Coal_Mine,Operating,,,,Shenmu County Jiayuan Coal Industry Group,-,Shenmu County Jiayuan Coal Industry Group,China,5,*,"2,023",,Underground,Longwall,14.73,456,Estimate,710,Exact,Bituminous,Thermal,94,-,-,19,"2,012",45,Shenfu,Zhongji,Yulin,Shaanxi,Eastern Asia,Asia,39.22,110.05,Exact,,,,,,79.2,0.053,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M2122,,,,China,Shenmu Xinyao Coal Mine,,神木市新窑煤业有限公司,https://www.gem.wiki/Shenmu_Xinyao_Coal_Mine,Operating,,,,Shenmu City Xinyao Coal Industry Company,-,Shenmu City Xinyao Coal Industry Company,China,1.5,*,"2,022",,Underground,-,3.09,456,Estimate,373,Exact,Bituminous,Thermal,21,-,-,14,"1,989",10,Shenfu,"Zaoshaomao , Majiata ship",Yulin,Shaanxi,Eastern Asia,Asia,39.03,110.31,Exact,,,,,,23.7,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2123,,,,China,Shennanwa Coal Mine,,山西乡宁焦煤集团申南凹焦煤有限公司,https://www.gem.wiki/Shennanwa_Coal_Mine,Operating,,,,Shanxi Xiangning Coking Coal Group Shennanwa Coking Coal Company,-,Shanxi Xiangning Coking Coal Group,China,1.2,*,"2,022",,Underground,Longwall,8.12,720,Exact,"1,613",Exact,Bituminous,Met,21,-,-,18,"1,998",9,Qinshui,"Pushang , Guantou",Linfen,Shanxi,Eastern Asia,Asia,36.08,110.97,Exact,,,,,,22.4,0.015,1.2,0.4,,,,,,,,,,,,,,,,,,,,
M2124,,,,China,Shibangou Coal Mine,,山西襄矿石板沟煤业有限公司,https://www.gem.wiki/Shibangou_Coal_Mine,Operating,,,,Shanxi Xiangkuang Shibangou Coal Industry Company,-,Shanxi Xiangkuang Group,China,1.2,*,"2,022",,Underground,-,11.99,456,Estimate,942,Exact,Bituminous,Thermal & Met,81,-,-,68,"1,981",49,Qinshui,Xialiang,Changzhi,Shanxi,Eastern Asia,Asia,36.66,113.01,Exact,Other Industrial,Hebei Wuchan Metal Material,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2125,,,,China,Shihu Coal Mine,,大同煤矿集团阳方口矿业有限责任公司石湖煤矿,https://www.gem.wiki/Shihu_Coal_Mine,Operating,,,,Datong Coal Mining Group Yangfangkou Mining Company,-,Jinneng Group,China,2.7,*,"2,022",,Underground,-,3.8,"1,350",Exact,761,Exact,Bituminous,Thermal & Met,1,-,-,0,"1,968",-,Ningwu,Fenghuang,Xinzhou,Shanxi,Eastern Asia,Asia,39.04,112.34,Exact,,,,,,59.5,0.04,3.3,1.2,,,,,,,,,,,,,,,,,,,,
M2126,,,,China,Shiping No.1 Coal Mine,,川南煤业泸州古叙煤电有限公司石屏一矿,https://www.gem.wiki/Shiping_No.1_Coal_Mine,Operating,,,,South Sichuan Coal Industry Luzhou Guxu Coal Power Company Shiping No.1 Coal Mine,-,Sichuan Coal Gasification Company,China,1,*,"2,021",,Underground,-,15.22,456,Estimate,"1,246",Estimate,Anthracite,Thermal,69,-,-,69,"2,012",35,Guxu,"Xiangding , Shiping",Luzhou,Sichuan,Eastern Asia,Asia,28.08,106.02,Exact,,,,,,28.1,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2127,,,,China,Shiquan Coal Mine,,山西石泉煤业有限责任公司,https://www.gem.wiki/Shiquan_Coal_Mine,Operating,,,,Shanxi Shiquan Coal Industry Company,-,China Huadian,China,1.2,*,"2,022",,Underground,Longwall,12.23,425,Exact,533,Exact,Bituminous,Met,67,-,-,55,"2,005",32,Qinshui,Xiadian,Changzhi,Shanxi,Eastern Asia,Asia,36.52,112.88,Exact,,,,,,18.4,0.012,1,0.4,,,,,,,,,,,,,,,,,,,,
M2129,,,,China,Shiyangou Coal Mine,,神木县店塔镇石岩沟煤矿,https://www.gem.wiki/Shiyangou_Coal_Mine,Operating,,,,Shenmu County Dianta Town Shiyangou Coal Mine,-,Shenmu County Dianta Town Shiyangou Coal Mine,China,1.2,*,"2,022",,Underground,-,8.03,170,Exact,352,Exact,Bituminous,Thermal,27,-,-,23,"1,996",17,Shenfu,"Liangjiata , Dianta ,",Yulin,Shaanxi,Eastern Asia,Asia,39.09,110.48,Exact,,,,,,11,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M2130,,,,China,Shiyaodian Coal Mine,,神木煤业石窑店矿业有限责任公司,https://www.gem.wiki/Shiyaodian_Coal_Mine,Operating,,,,Shenmu Coal Industry Shiyaodian Mining Company,-,Shaanxi Shenmu Energy Group,China,5,*,"2,022",,Underground,Longwall,103.82,260,Exact,891,Exact,Bituminous,Thermal,488,-,773,98,"2,010",108,Shenfu,"Nijiagou , Dianta",Yulin,Shaanxi,Eastern Asia,Asia,39.14,110.42,Exact,,,,,,60.1,0.04,3.3,1.2,,,,,,,,,,,,,,,,,,,,
M2131,,,,China,Shoushan No.1 Coal Mine,,河南平宝煤业有限公司首山一矿,https://www.gem.wiki/Shoushan_No.1_Coal_Mine,Operating,,,,Henan Pingbao Coal Industry Company,-,China Pingmei Shenma Energy and Chemical Group,China,2.4,*,"2,022",,Underground,Longwall,26.93,537,Exact,"2,919",Exact,Bituminous,Met,237,"2,022",378,99,"2,010",71,Pingdingshan,Ziyun,Xuchang,Henan,Eastern Asia,Asia,33.82,113.42,Exact,Steel Plant,Baoshan Iron & Steel,,,,40.6,0.027,2.2,0.8,,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2132,,,,China,Shouwang Coal Mine,,山西翼城首旺煤业有限责任公司,https://www.gem.wiki/Shouwang_Coal_Mine,Operating,,,,Shanxi Yicheng Shouwang Coal Industry Company,-,Shougang Corporation,China,1.2,*,"2,022",,Underground,-,12.04,578,Exact,939,Exact,Bituminous,Thermal & Met,11,-,-,9,"2,005",3,Qinshui,"Liangban , Longhua",Linfen,Shanxi,Eastern Asia,Asia,35.77,111.83,Exact,,,,,,20.9,0.014,1.2,0.4,,,,,,,,,,,,,,,,,,,,
M2133,,,,China,Shuangyang Coal Mine,,黑龙江龙煤矿业集团股份有限公司双鸭山分公司双阳煤矿,https://www.gem.wiki/Shuangyang_Coal_Mine,Operating,,,,Heilongjiang Longmei Mining Group Shuangyashan Branch,-,Heilongjiang Longmay Mining Holding Group,China,2,*,"2,019",,Underground,Longwall,28,600,Exact,"1,908",Estimate,Bituminous,Thermal,90,-,-,45,"1,981",24,Shuangyashan-Jixian,Qixingpao,Shuangyashan,Heilongjiang,Eastern Asia,Asia,46.52,131.74,Exact,,,,,,35.2,0.024,1.9,0.7,,,,,,,,,,,,,,,,,,,,
M2134,,,,China,Shuiliandong Coal Mine,,彬县水帘洞煤炭有限责任公司,https://www.gem.wiki/Shuiliandong_Coal_Mine,Operating,,,,Bin County Coal Company,-,Shandong Energy,China,1.35,*,"2,021",,Underground,-,5.52,125,Exact,558,Exact,Bituminous,Thermal,13,-,-,10,"1,980",6,Binchangxun,"Shanggou , Dafosi Ancient",Xianyang,Shaanxi,Eastern Asia,Asia,35.05,108.04,Exact,,,,,,10,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M2135,,,,China,Shuozhou Nanyangpo Coal Mine,,大同煤矿集团铁峰煤业有限公司南阳坡煤矿,https://www.gem.wiki/Shuozhou_Nanyangpo_Coal_Mine,Operating,,,,Datong Coal Mining Group Tiefeng,-,Jinneng Group,China,3,*,"2,022",,Underground,Longwall,15.53,"1,195",Exact,613,Exact,Bituminous,Thermal & Met,127,-,-,42,"1,997",-,Datong,Yuanbaozi,Shuozhou,Shanxi,Eastern Asia,Asia,39.76,112.62,Exact,Coal Plant,Shuozhou Coal Power,,,,64.3,0.043,3.6,1.3,,,,,,,,,,,,,,,,,,,,
M2136,,,,China,Sidaoliu Coal Mine,,内蒙古四道柳煤炭有限责任公司,https://www.gem.wiki/Sidaoliu_Coal_Mine,Operating,,,,Inner Mongolia Sidaoliu Coal Company,-,Inner Mongolia Huineng Coal & Electricity Group Fumin Coal & Char Company,China,1.2,*,"2,022",,Underground,Longwall,7.31,456,Estimate,79,Exact,Bituminous,Thermal,14,-,-,12,"2,008",-,,Zhungeerzhao,Ordos,Inner Mongolia,Eastern Asia,Asia,39.65,110.32,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2137,,,,China,Sihe No.2 Coal Mine,No. 2 Well of Sihe Coal Mine,晋能控股装备制造集团有限公司寺河煤矿二号井,https://www.gem.wiki/Sihe_No.2_Coal_Mine,Operating,,,,Jinneng Holding Equipment Manufacturing Group,-,Jinneng Group [70.06%]; China Development Bank（10.29%），China Cinda Asset Management Company [13.65%],China,3,*,"2,022",,Underground,Longwall,45.54,456,Estimate,"1,811",Exact,Anthracite,Thermal,79,-,-,26,"2,018",31,Qinshui,Chuandi,Jincheng,Shanxi,Eastern Asia,Asia,35.53,112.65,Exact,,,,,,84.3,0.056,4.7,1.7,,,,,,,,,,,,,,,,,,,,
M2138,,,,China,Sikeshu Coal Mine No.8 Well,,乌苏四棵树煤炭有限责任公司八号井,https://www.gem.wiki/Sikeshu_Coal_Mine_No.8_Well,Operating,,,,Wusu Sikeshu Coal Company No.8 well,-,State Power Investment Corporation [SPIC],China,1.2,*,"2,022",,Underground,-,5.17,317,Exact,972,Exact,Bituminous,Thermal,39,-,-,32,"2,007",23,Heshituoluogai,Baiyanggou,Tacheng,Xinjiang,Eastern Asia,Asia,44.16,84.37,Exact,,,,,,16,0.011,0.9,0.3,,,,,,,,,,,,,,,,,,,,
M2139,,,,China,Silaogou Coal Mine,,大同煤业股份有限公司四老沟矿,https://www.gem.wiki/Silaogou_Coal_Mine,Operating,,,,Datong Coal Industry,-,Jinneng Group,China,3.2,*,"2,022",,Underground,Longwall,29.83,456,Estimate,"1,462",Estimate,Bituminous,Thermal & Met,25,-,-,8,"1,952",-,Datong,Silaogou Street,Datong,Shanxi,Eastern Asia,Asia,39.98,113.03,Exact,,,,,,50.7,0.034,2.8,1,,,,,,,,,,,,,,,,,,,,
M2141,,,,China,Sitong Coal Mine,,山西煤炭运销集团四通煤业有限公司,https://www.gem.wiki/Sitong_Coal_Mine,Operating,,,,Shanxi Coal Transportation and Marketing Group Linfen Company [51%]; Pu County Hongyuan Coal Industry Group [49%],-,Jinneng Group,China,1.8,*,"2,022",,Underground,Longwall,22.67,456,Estimate,531,Exact,Bituminous,Met,132,-,-,73,"2,017",-,Huoxi,Hedi,Linfen,Shanxi,Eastern Asia,Asia,36.15,111.13,Exact,,,,,,28.5,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M2142,,,,China,Songhe Coal Mine,,贵州松河煤业发展有限责任公司松河煤矿,https://www.gem.wiki/Songhe_Coal_Mine,Operating,,,,Guizhou Songhe Coal Industry Development Company,-,Guizhou Panjiang Coal and Electricity Group,China,2.4,*,"2,023",,Underground,Longwall,32.65,456,Estimate,"2,159",Exact,Bituminous,Met,20,-,-,8,"2,009",60,Liupanshui,Songhe Yizu ship,Liupanshui,Guizhou,Eastern Asia,Asia,26.04,104.63,Exact,,,,,,38,0.025,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M2143,,,,China,Songshan Coal Mine,,河南永华能源有限公司嵩山煤矿,https://www.gem.wiki/Songshan_Coal_Mine,Operating,,,,Henan Yonghua Energy Company,-,Henan Energy Chemical Group,China,1.8,*,"2,023",,Underground,-,16.66,456,Estimate,"1,324",Exact,Anthracite,Thermal,30,-,-,17,"2,010",18,Yanlong,"Liu , Fudian",Luoyang,Henan,Eastern Asia,Asia,34.56,112.87,Exact,,,,,,50.6,0.034,2.8,1,,,,,,,,,,,,,,,,,,,,
M2144,,,,China,Sujiagou Coal Mine,,达拉特旗苏家沟煤炭有限责任公司苏家沟股份制井,https://www.gem.wiki/Sujiagou_Coal_Mine,Operating,,,,Dalad Banner Sujiagou Coal Company,-,Henan Energy Chemical Group,China,1.5,*,"2,022",,Underground,Longwall,4.44,100,Exact,274,Exact,Bituminous,Thermal,29,-,-,20,"2,010",15,,Sujiagou Coal Mine,Ordos,Inner Mongolia,Eastern Asia,Asia,40.0,109.91,Exact,,,,,,9.5,0.006,0.5,0.2,,,,,,,,,,,,,,,,,,,,
M2145,,,,China,Suncun Coal Mine,,新汶矿业集团有限责任公司孙村煤矿,https://www.gem.wiki/Suncun_Coal_Mine,Operating,,,,Xinwen Mining Group,-,Shandong Energy,China,1.1,*,"2,023",,Underground,-,26.2,"1,350",Exact,"2,670",Exact,Bituminous,Thermal & Met,23,-,-,21,"1,948",15,Xinwen,"Sun , Xinwen Office",Tai'an,Shandong,Eastern Asia,Asia,35.87,117.68,Exact,,,,,,24.2,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M2146,,,,China,Sunjiagou Coal Mine,,山西世德孙家沟煤矿有限公司,https://www.gem.wiki/Sunjiagou_Coal_Mine,Operating,,,,Yangmei Group Tianyu Mining Investment Company,-,Huayang New Material Technology Group,China,1.2,*,"2,022",,Underground,Longwall,8.8,456,Estimate,534,Exact,Anthracite,Thermal,83,-,-,69,"1,960",48,Ningwu,Sunjiagou,Xinzhou,Shanxi,Eastern Asia,Asia,38.84,111.15,Exact,,,,,,33.7,0.023,1.9,0.7,,,,,,,,,,,,,,,,,,,,
M2147,,,,China,Sunsangou Coal Mine,,内蒙古鸿远煤炭集团有限公司孙三沟煤矿,https://www.gem.wiki/Sunsangou_Caol_Mine,Operating,,,,Inner Mongolia Hongyuan Coal Group,-,Inner Mongolia Hongyuan Coal Group,China,1.8,*,"2,021",,Surface,Open Pit,2.71,100,Exact,203,Exact,Bituminous,Thermal,18,-,-,10,"2,005",13,Dongsheng,Shenshan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.71,110.2,Approximate,,,,,,10.6,0.007,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M2148,,,,China,Tai'an Coal Mine,,山西煤炭运销集团泰安煤业有限公司,https://www.gem.wiki/Tai%27an_Coal_Mine,Operating,,,,Shanxi Coal Transportation and Marketing Group Xinzhou Company,-,Jinneng Group,China,1.8,*,"2,022",,Underground,-,6.1,800,Exact,480,Exact,Bituminous,Thermal,45,-,-,25,"1,983",27,Hedong,Sunjiagou,Xinzhou,Shanxi,Eastern Asia,Asia,38.86,111.14,Exact,,,,,,34.9,0.023,1.9,0.7,,,,,,,,,,,,,,,,,,,,
M2149,,,,China,Taiping Coal Mine,,四川川煤华荣能源有限责任公司太平煤矿,https://www.gem.wiki/Taiping_Coal_Mine,Operating,,,,Sichuan Chuanmei Huarong Energy Company Taiping Coal Mine,-,Sichuan Coal Industry Group,China,1.2,*,"2,021",,Underground,Longwall,9.63,"1,100",Exact,"2,180",Exact,Bituminous,Met,17,-,-,14,"1,969",14,Panzhihua,Taiping South,Panzhihua,Sichuan,Eastern Asia,Asia,26.59,101.56,Exact,Steel Plant,Chongqing Iron & Steel Company,,,,25.3,0.017,1.4,0.5,YES,,,,,,,,,,,,,,,,Depends on our hiring,,,
M2150,,,,China,Taishan Long'an Coal Mine,,山西煤炭运销集团泰山隆安煤业有限公司,https://www.gem.wiki/Taishan_Long%27an_Coal_Mine,Operating,,,,Taishan Long'an Coal Industry Company,-,Jinneng Group,China,2.4,*,"2,022",,Underground,Longwall,20.32,456,Estimate,499,Exact,Bituminous,Thermal,120,-,-,50,"2,012",36,Ningwu,Qiaotou,Xinzhou,Shanxi,Eastern Asia,Asia,38.96,111.16,Exact,,,,,,38,0.025,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M2151,,,,China,Taiye Coal Mine,,山西楼俊集团泰业煤业有限公司,https://www.gem.wiki/Taiye_Coal_Mine,Operating,,,,Shanxi Loujun Group Taiye Coal Industry Company,-,China Development Bank,China,1.2,*,"2,022",,Underground,-,6.5,456,Estimate,333,Exact,Bituminous,Met,69,-,-,58,"2,009",41,Hedong,"Tianjiashan , Sanjiao",Luliang,Shanxi,Eastern Asia,Asia,37.72,110.96,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M2152,,,,China,Taiyue Coal Mine,,山西汾西太岳煤业股份有限公司太岳煤矿,https://www.gem.wiki/Taiyue_Coal_Mine,Operating,,,,Shanxi Fenxi Taiyue Coal Holding,-,Meijin Energy Group,China,2.1,*,"2,022",,Underground,Longwall,37.41,600,Exact,212,Exact,Bituminous,Thermal & Met,76,-,-,36,"2,013",39,Qinshui,Konglingshan,Changzhi,Shanxi,Eastern Asia,Asia,36.52,112.18,Exact,,,,,,37,0.025,2,0.7,,,,,,,,,,,,,,,,,,,,
