GEM_MINE_ID,EPA,EMAIL_SENT,MSHA_ID,COUNTRY,MINE_NAME,MINE_NAME_AKAS,MINE_NAME__NONENG,GEM_WIKI_URLS,STATUS,STATUS_DETAIL,PROJECT_TYPE,PROJECT_PHASE,OWNERS,OWNERS__NONENG,PARENT_COMPANY,COMPANY_HQS,CAPACITY__MTPA,PRODUCTION__MTPA,YEAR_OF_PRODUCTION,COAL_OUTPUT__ANNUAL_MST,MINE_TYPE,MINING_METHOD,MINE_SIZE__KM2,MINE_DEPTH__M,DEPTH_ACCURACY,WORKFORCE_SIZE,WORKFORCE_ACCURACY,COAL_TYPE,COAL_GRADE,TOTAL_RESERVES__PROVEN_AND_PROBABLE_MT,YEAR_OF_TOTAL_RESERVES_RECORDED,TOTAL_RESOURCE__INFERRED_INDICATED_MEASURED,RESERVE_TO_PRODUCTION_RATIO__RP,OPENING_YEAR,REPORTED_LIFE_OF_MINE,COALFIELD,LOCATION,PREFECTURE_DISTRICT,STATE_PROVINCE,SUBREGION,REGION,LATITUDE,LONGITUDE,LOCATION_ACCURACY,PRIMARY_CONSUMER_DESTINATION,COAL_PLANT_STEEL_PLANT_TERMINAL,COAL_PLANT_STEEL_PLANT_TERMINAL_GEM_WIKI,REPORTED_COAL_MINE_METHANE_EMISSIONS__THOUSAND_TONNES__CO2E,YEAR_OF_REPORTED_COAL_MINE_METHANE_EMISSIONS,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__MCMYR,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__M_TONNESYR,CMM_EMISSIONS__CO2E_20_YEARS,CMM_EMISSIONS__CO2E_100_YEARS,UPV_,SRON,GEM_FIRST_50_MINES,DATA_INTEGRATION_MINES,TOP_5_MINES,NOTES,YEAR_OF_COAL_OUTPUT,COAL_OUTPUT__ANNUAL_MT_REF,PERCENTAGE_OF_MET_COAL,PERCENTAGE_OF_THERMAL_COAL,MET_COAL_OUTPUT__MTPA,THERMAL_COAL_OUTPUT__MTPA,PERCENTAGE_REF,ACCURACY_RATING,MINE_BOUNDARIES_DELIVERY_DATE,POINT_SOURCE_LOCATION_DELIVERY_DATE,COMPANIES_AND_COUNTRIES_DELIVERY_DATE,MARS_DATA_DELIVERY_DATE,SCIENCE_STUDIES_DELIVERY_DATE,DATA_INTEGRATION_DELIVERY_DATE
M0311,,,,China,Qingshuiying Coal Mine,,国家能源集团宁夏煤业有限责任公司清水营煤矿,https://www.gem.wiki/Qingshuiying_Coal_Mine_(Phase_1_Project),Operating,,,,Shenhua Ningxia Coal Group,-,China Energy [51%]; Ningxia State-Owned Capital Operation Group [49%],China,5,*,"2,022",,Underground,Longwall,63.5,456,Estimate,"1,353",Estimate,Bituminous,Thermal,749,-,-,150,"2,011",-,,Ciyaobao,Yinchuan,Ningxia,Eastern Asia,Asia,38.13,106.73,Exact,,,,,,79.2,0.053,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M0312,,,,China,Qipanjing Anli Coal Mine,,鄂尔多斯市鸿森矿业有限责任公司棋盘井安利煤矿,https://www.gem.wiki/Qipanjing_Anli_coal_mine,Shelved,,,,Erdos Hongsen Mining Company,-,Hongsen Investment Management Company [94%]; Sanya Hongsen Investment Management Company [6%],China,1.2,*,-,,Surface,Open Pit,4.93,60,Estimate,-,-,Bituminous,Met,7,-,-,5,"2,021",7,Zhuozishan,,Ordos,Inner Mongolia,Eastern Asia,Asia,39.42,107.06,Exact,,,,,,4.7,0.003,0.3,0.1,,,,,,,,,,,,,,,,,,,,
M0313,,,,China,Qiyuan Coal Mine,,阳泉煤业集团七元煤业有限责任公司七元煤矿,https://www.gem.wiki/Qiyuan_coal_mine,Proposed,Construction,New,,Yangquan Coal Industry Group Qiyuan Coal Industry Company,-,Huayang New Material Technology Group,China,5,*,,,Underground,-,185.15,456,Estimate,175,Exact,Anthracite,Thermal,653,-,"2,237",131,"2,024",-,Qinshui,,Jinzhong,Shanxi,Eastern Asia,Asia,37.89,113.24,Exact,,,,,,140.5,0.094,7.8,2.8,,,,,,,,,,,,,,,,,,,,
M0314,,,,China,Runtian Coal Mine,,新疆润田科技发展有限公司润田煤矿,https://www.gem.wiki/Runtian_coal_mine,Proposed,Construction,New,,Xinjiang Runtian Technology Development Company,-,Xinjiang Runtian Technology Development Company,China,1.2,*,,,Underground,-,21.05,456,Estimate,50,Exact,Bituminous,Thermal,173,-,287,-,TBD,-,Toksun,"Ke'erjian , Tuokexun County",Turpan City,Xinjiang,Eastern Asia,Asia,43.08,88.09,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0316,,,,China,Sanjiao No.1 Coal Mine,,山西晋煤太钢能源有限责任公司三交一号煤矿,https://www.gem.wiki/Sanjiao_No.1_Coal_Mine,Proposed,Construction,New,,Shanxi Jinmei Taigang Energy Company,-,Jinneng Group,China,6,*,,,Underground,-,93.56,456,Estimate,-,-,Bituminous,Met,434,-,"2,000",72,"2,024",56,,Chegan,Luliang,Shanxi,Eastern Asia,Asia,37.79,111.07,Exact,,,,,,95,0.064,5.3,1.9,,,,,,,,,,,,,,,,,,,,
M0317,,,,China,Selian No.1 Coal Mine,,内蒙古同煤鄂尔多斯矿业投资有限公司色连一号煤矿,https://www.gem.wiki/Selian_No.1_Coal_Mine,Operating,,,,Inner Mongolia Erdos Mining Investment Company,-,Jinneng Group [29%]; Inner Mongolia Erdos Investment Group [30%]; Zhejiang Energy Group [19%]; Others [22%],China,8,*,"2,022",,Underground,Longwall,89.51,456,Estimate,778,Estimate,Bituminous,Thermal,322,-,728,40,"2,019",55,,Hantai,Ordos,Inner Mongolia,Eastern Asia,Asia,39.87,109.84,Exact,,,,,,126.7,0.085,7,2.5,,,,,,,,,,,,,,,,,,,,
M0318,,,,China,Selian No.2 Coal Mine,,鄂尔多斯市中北煤化工有限公司色连二号煤矿,https://www.gem.wiki/Selian_No.2_Coal_Mine,Operating,,,,Ordos Zhongbei Coal Chemical Company,-,Huaihe Energy [62%]; China Cinda Asset Management [6%]; China Energy [1%]; Hawaii Motor [30%]; Others [1%],China,8,*,"2,022",,Underground,-,38.32,456,Estimate,800,Exact,Bituminous,Thermal,73,-,-,9,"2,017",10,,Hantai,Ordos,Inner Mongolia,Eastern Asia,Asia,39.87,109.84,Exact,,,,,,126.7,0.085,7,2.5,,,,,,,,,,,,,,,,,,,,
M0319,,,,China,Shaanxi Caojiatan Coal Mine,,陕西陕煤曹家滩矿业有限公司曹家滩煤矿(一期）,https://www.gem.wiki/Shaanxi_Caojiatan_coal_mine,Operating,,,,Shaanxi Coal Caojiatan Mining Company,-,Shaanxi Coal and Chemical Industry Group [51%]; Shaanxi Financial Holding Group [23%]; Yulin City Yuyang District Energy Investment Company [12%]; Yulin State-Owned Asset Operation and Management Company [8%]; Shenmu County State-Owned Asset Management Company [5%],China,25,*,"2,023",,Underground,Longwall,125.97,456,Estimate,"1,149",Estimate,Bituminous,Thermal,"1,511",-,"3,131",60,"2,020",-,Yushen,Mengjiawan,Yulin,Shaanxi,Eastern Asia,Asia,38.56,109.9,Exact,,,,,,395.8,0.265,21.9,7.9,,,,,,,,,,,,,,,,,,,,
M0321,,,,China,Shajihai No.1 Coal Mine,,国网能源和丰煤电有限公司沙吉海一号煤矿,https://www.gem.wiki/Shahaiji_No.1_coal_mine,Operating,,,,State Grid Energy Hefeng Coal Power Company,-,China Energy,China,5,*,"2,022",,Underground,Longwall,44,456,Estimate,234,Exact,Bituminous,-,490,-,-,98,-,-,Heshituoluogaite,,Tacheng,Xinjiang,Eastern Asia,Asia,46.55,86.21,Exact,,,,,,79.2,0.053,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M0323,,,,China,Shaliang Coal Mine,,陕西涌鑫矿业有限责任公司沙梁煤矿,https://www.gem.wiki/Shaliang_Coal_Mine,Operating,,,,Shaanxi Yongxin Mining Company,-,Shaanxi Coal and Chemical Industry Group [43%]; Fugu State-Owned Assets Operation Company [40%]; Fugu Dongyuan Coking Coal Company [10%]; Shenmu Xinsheng Coking-Coal & Chemical Company [7%],China,1.2,*,"2,022",,Underground,-,25.57,456,Estimate,273,Estimate,Bituminous,Thermal,96,-,-,80,-,57,,Miaogoumen,Yulin,Shaanxi,Eastern Asia,Asia,39.24,110.66,Approximate,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0324,,,,China,Shanghaimiao Changcheng No.1 Coal Mine,,上海庙矿区长城一号煤矿,https://www.gem.wiki/Shanghaimiao_Changcheng_No.1_Coal_Mine,Proposed,Construction,Expansion,,Otog Front Banner Great Wall Coal Mine Company,-,Shandong Energy [43%]; Yingda International Trust Company [22%]; China Huadian [17%]; Others [18%],China,3,*,,,Underground,-,16.02,456,Estimate,-,-,Bituminous,Thermal & Met,132,-,280,44,TBD,53,,Shanghaimiao Economic Development Zone,Ordos,Inner Mongolia,Eastern Asia,Asia,38.27,106.55,Exact,,,,,,47.5,0.032,2.6,0.9,,,,,,,,,,,,,,,,,,,,
M0325,,,,China,Shanghe Coal Mine,,阳泉煤业集团翼城上河煤业有限公司,https://www.gem.wiki/Shanghe_coal_mine,Operating,,,,Yangquan Coal Industry Group Yicheng Shanghe Coal Industry Company,-,Huayang New Material Technology Group [29.46%]; Jiangsu Shagang Herun Energy Investment Company [25.3%]; Others [42.24%],China,1.2,*,"2,022",,Underground,-,6.0,456,Estimate,75,Exact,Bituminous,-,-,-,33,-,"2,021",-,,Xiyan,Linfen,Shanxi,Eastern Asia,Asia,35.57,111.95,Approximate,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0326,,,,China,Shangwan Coal Mine,,中国神华能源股份有限公司上湾煤矿,https://www.gem.wiki/Shangwan_Coal_Mine,Operating,,,,China Shenhua Energy,-,China Energy [69%]; HKSCC Nominees Limited [17%]; Others [14%],China,16,*,"2,022",,Underground,Longwall,61.8,456,Estimate,838,Estimate,Bituminous,Thermal,732,-,-,46,"2,000",-,,Ulan Mulun,Ordos,Inner Mongolia,Eastern Asia,Asia,39.22,110.01,Exact,,,,,,253.3,0.17,14,5.1,,,,,,,,,,,,,,,,,,,,
M0327,,,,China,Shangyuquan Coal Mine,,山西鲁能河曲电煤开发有限责任公司上榆泉煤矿,https://www.gem.wiki/Shangyuquan_Coal_Mine,Operating,,,,Shanxi Luneng Hequ Electricity & Coal Development Company,-,Guangdong Jinma Tourism Group [70%]; Jinneng Group [30%],China,5,*,"2,022",,Underground,-,29.78,456,Estimate,802,Estimate,Bituminous,Thermal,585,-,-,117,"2,006",-,,Xunzhen,Xinzhou,Shanxi,Eastern Asia,Asia,39.26,111.22,Exact,,,,,,79.2,0.053,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M0328,,,,China,Shanshan No.2 Coal Mine,Qiketai Mining Area No.2 Integrated Coal Mine,鄯善县泰金矿业投资有限公司二号井田,https://www.gem.wiki/Shanshan_No.2_coal_mine,Proposed,Permitted,New,,Shanshan Taijin Mining Investment Company,-,Shanshan Taijin Mining Investment Company,China,1.2,*,,,Underground,-,9.05,456,Estimate,-,-,Bituminous,Thermal,97,"2,023",-,-,TBD,58,,,Turpan,Xinjiang,Eastern Asia,Asia,43.0,90.65,Approximate,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0329,,,,China,Shanxi Dongda Coal Mine,,山西煤炭运销集团东大能源有限公司东大煤矿,https://www.gem.wiki/Shanxi_Dongda_Coal_Mine,Proposed,Construction,New,,Shanxi Coal Transportation and Sale Group Dongda Energy Company,-,Jinneng Group,China,5,*,,,Underground,-,117.24,456,Estimate,-,-,Bituminous,Thermal & Met,422,-,-,84,"2,024",-,,Zhengzhuang,Jincheng,Shanxi,Eastern Asia,Asia,35.73,112.42,Exact,,,,,,79.2,0.053,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M0330,,,,China,Shanxi Jinyuan Coal Mine,,山西临县锦源煤矿有限公司锦源煤矿,https://www.gem.wiki/Shanxi_Jinyuan_mine,Proposed,Construction,New,,Shanxi Linxian Jinyuan Coal Company,-,Meijin Energy Group [51%]; Shandong Energy [38%]; China Cinda Asset Management Company [10%]; Others [1%],China,6,*,,,Underground,-,68.15,456,Estimate,-,-,Bituminous,Met,256,-,959,43,TBD,-,Hedong,Linjiaping,Luliang,Shanxi,Eastern Asia,Asia,37.68,110.85,Exact,,,,,,95,0.064,5.3,1.9,,,,,,,,,,,,,,,,,,,,
M0331,,,,China,Shanxi Lu'an Gucheng Coal Mine,,山西潞安矿业（集团）有限责任公司古城煤矿,https://www.gem.wiki/Shanxi_Lu'an_Gucheng_mine,Operating,,,,Shanxi Lu'an Mining Group,-,Lu'an Chemical Group,China,8,*,"2,022",,Underground,Longwall,157.3,456,Estimate,"3,699",Estimate,Bituminous,Thermal & Met,-,-,-,-,-,-,,Ligao,Changzhi,Shanxi,Eastern Asia,Asia,36.26,112.92,Exact,,,,,,126.7,0.085,7,2.5,,,,,,,,,,,,,,,,,,,,
M0332,,,,China,Shanxin Village Surface Coal Mine,,云南国能煤电有限公司山心村露天煤矿,https://www.gem.wiki/Shanxin_Village_Surface_Mine,Operating,,,,Yunnan Guoneng Coal Power Company,-,Jinshiqi International Holdings Company,China,6,*,"2,022",,Surface,Open Pit,12.65,50,Estimate,987,Estimate,Subbituminous,Thermal,95,-,-,16,"2,018",-,,Xinshao,Honghe,Yunnan,Eastern Asia,Asia,24.22,103.41,Exact,,,,,,5.4,0.004,0.3,0.1,,,,,,,,,,,,,,,,,,,,
M0333,,,,China,Shanyang Coal Mine,,陕西澄合山阳煤矿有限公司山阳煤矿,https://www.gem.wiki/Shanyang_Coal_Mine,Proposed,Construction,New,,Shaanxi Chenghe Shanyang Coal Mining Company,-,Shaanxi Coal and Chemical Industry Group [65%]; Jinneng Group [10%]; State Power Investment Corporation [3%]; Others [22%],China,3,*,,,Underground,-,81.17,456,Estimate,-,-,Bituminous,Met,275,-,-,92,TBD,-,,Wangcun,Weinan,Shaanxi,Eastern Asia,Asia,35.25,110.06,Exact,,,,,,47.5,0.032,2.6,0.9,,,,,,,,,,,,,,,,,,,,
M0334,,,,China,Shaozhai Coal Mine,,华能灵台邵寨煤业有限责任公司邵寨煤矿,https://www.gem.wiki/Shaozhai_Coal_Mine,Operating,,,,Huaneng Lingtai Shaozhai Coal Industry Company,-,Shandong Energy,China,2.4,*,"2,023",,Underground,-,37.94,456,Estimate,"1,038",Exact,Bituminous,Thermal,93,-,-,39,"2,021",-,,Shaozhai,Pingliang,Gansu,Eastern Asia,Asia,35.0,107.83,Exact,,,,,,38,0.025,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M0335,,,,China,Shaqu No.1 Coal Mine,,华晋焦煤有限责任公司沙曲一号煤矿,https://www.gem.wiki/Shaqu_No.1_Mine,Mothballed,,,,Huajin Coking Coal Company,-,China Coal [28%]; Shanxi Coking Coal Group [51%]; Others [21%],China,4.5,*,"2,022",,Underground,Longwall,70.72,456,Estimate,-,-,Bituminous,Met,568,-,-,126,-,-,,Mucun,Luliang,Shanxi,Eastern Asia,Asia,37.41,110.86,Exact,,,,,,71.2,0.048,3.9,1.4,,,,,,,,,,,,,,,,,,,,
M0336,,,,China,Shengli East No.2 Coal Mine,,大唐国际发电股份有限公司胜利东二号露天矿(三期),https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,Proposed,Announced,Expansion,Stage 3,Inner Mongolia Datang International Xilinhaote Mining Company,-,China Datang [35.34%]; HKSCC Nominees Limited [32.9%]; Tianjin Energy Investment Group [7%]; Hebei Construction & Investment Group[6.93%]; Beijing Energy Group [6.81%]; Others[3.27%],China,30,*,,,Surface,Open Pit,49.63,50,Estimate,-,-,Lignite,Thermal,-,-,-,-,TBD,-,Shengli,"Northeast of Xilinhot, Xilin Gol, Inner Mongolia",Xilin Gol,Inner Mongolia,Eastern Asia,Asia,44.07,116.22,Exact,,,,,,26.8,0.018,1.5,0.5,,,,,,,,,,,,,,,,,,,,
M0336,,,,China,Shengli East No.2 Coal Mine,,大唐国际发电股份有限公司胜利东二号露天矿(二期),https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,Proposed,Construction,Expansion,Stage 2,Inner Mongolia Datang International Xilinhaote Mining Company,-,China Datang [35.34%]; HKSCC Nominees Limited [32.9%]; Tianjin Energy Investment Group [7%]; Hebei Construction & Investment Group[6.93%]; Beijing Energy [6.81%]; Others [3.27%],China,20,*,,,Surface,Open Pit,49.63,50,Exact,-,-,Lignite,Thermal,-,-,-,-,TBD,-,Shengli,"Northeast of Xilinhot, Xilin Gol, Inner Mongolia",Xilin Gol,Inner Mongolia,Eastern Asia,Asia,44.07,116.22,Exact,,,,,,17.9,0.012,1,0.4,,,,,,,,,,,,,,,,,,,,
M0337,,,,China,Shengli No.1 Open-Pit Coal Mine,,中国神华能源股份有限公司胜利一号露天矿,https://www.gem.wiki/Shengli_No.1_open-pit_mine,Operating,,,,China Energy Beidian Shengli Energy,-,China Energy [46%]; China Huaneng[26%]; Others[28%],China,28,*,"2,022",,Surface,Open Pit,34.36,191,Exact,960,Exact,Lignite,Thermal,-,-,-,-,"2,013",45,,,Xilin Gol,Inner Mongolia,Eastern Asia,Asia,44.0,116.01,Exact,,,,,,75,0.05,4.1,1.5,,,,,,,,,,,,,,,,,,,,
M0338,,,,China,Shengli West No.2 Coal Mine,,锡林郭勒盟蒙东矿业有限责任公司胜利西二号露天煤矿,https://www.gem.wiki/Shengli_West_No.2_open-pit_mine,Operating,,,,Xilin Gol Mengdong Mining Company,-,China Energy [51%]; Chaoyang Hongwen Investment Company [49%],China,10,*,"2,022",,Surface,Open Pit,17.98,170,Exact,"1,975",Exact,Lignite,Thermal,403,-,425,40,"2,021",-,Shengli,,Xilingol League,Inner Mongolia,Eastern Asia,Asia,43.95,115.91,Exact,,,,,,24.6,0.016,1.4,0.5,,,,,,,,,,,,,,,,,,,,
M0339,,,,China,Shenhua Baorixile Surface Coal Mine,,国能宝日希勒能源有限公司露天煤矿,https://www.gem.wiki/Shenhua_Baorixile_Surface_Mine,Operating,,,,China Energy Baorixile Energy Company,-,China Energy [39%]; Guangda Holding Company [17%]; China National Petroleum Corporation [9%]; Changchun Jijun Trade Company [2%]; Others [33%],China,*,35,"2,022",,Surface,Open Pit,43.72,237,Exact,"2,080",Exact,Lignite,Thermal,-,-,-,-,"2,009",-,,Baorixile,Hulun Buir,Inner Mongolia,Eastern Asia,Asia,49.39,119.75,Exact,,,,,,109.4,0.073,6,2.2,,,,,,,,,,,,,,,,,,,,
M0340,,,,China,Shenhua Bulianta Coal Mine,,中国神华能源股份有限公司补连塔煤矿,https://www.gem.wiki/Shenhua_Bulianta_Coal_Mine,Operating,,,,China Shenhua Energy,-,China Energy [69%]; HKSCC Nominees Limited [17%]; Others [14%],China,28,*,"2,022",,Underground,Longwall,106.43,456,Estimate,829,Estimate,Subbituminous,Thermal,-,-,-,-,"2,010",-,,Wulanmulun,Ordos,Inner Mongolia,Eastern Asia,Asia,39.35,110.17,Exact,,,,,,143.3,0.096,7.9,2.9,,,,,,,,,,,,,,,,,,,,
M0341,,,,China,Shenhua Heidaigou Surface Coal Mine,,神华准格尔能源有限责任公司黑岱沟露天煤矿,https://www.gem.wiki/Shenhua_Heidaigou_Surface_Mine,Operating,,,,Shenhua Junggar Energy,-,China Energy [40%]; China Cinda Asset Management Company [42%]; Others [18%],China,*,34,"2,022",,Surface,Open Pit,50.33,272,Exact,"2,804",Exact,Subbituminous,Thermal,-,-,-,-,"1,999",45,,Xuejiawan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.79,111.25,Exact,,,,,,117.6,0.079,6.5,2.3,,,,,,,,,,,,,,,,,,,,
M0342,,,,China,Shicaocun Coal Mine,,国家能源集团宁夏煤业有限责任公司石槽村煤矿,https://www.gem.wiki/Shicaocun_mine,Operating,,,,China Energy Ningxia Coal Industry Company,-,China Energy [51%]; Ningxia State-Owned Assets Company [49%],China,6,*,"2,022",,Underground,Longwall,31.4,456,Estimate,"1,677",Estimate,Bituminous,Thermal,597,-,-,99,"2,020",-,,Ciyaopu,Yinchuan,Ningxia,Eastern Asia,Asia,37.94,106.7,Exact,,,,,,95,0.064,5.3,1.9,,,,,,,,,,,,,,,,,,,,
M0343,,,,China,Shigetai Coal Mine,,中国神华能源股份有限公司石圪台煤矿,https://www.gem.wiki/Shigetai_Coal_Mine,Operating,,,,China Shenhua Energy,-,China Energy [69%]; HKSCC Nominees Limited [17%]; Others [14%],China,12,*,"2,022",,Underground,Longwall,65.25,456,Estimate,897,Estimate,Subbituminous,Thermal,657,-,-,55,"2,006",-,,Daliuta,Yulin,Shaanxi,Eastern Asia,Asia,39.41,110.13,Exact,,,,,,61.4,0.041,3.4,1.2,,,,,,,,,,,,,,,,,,,,
M0344,,,,China,Shilawusu Coal Mine,,内蒙古昊盛煤业有限公司石拉乌素煤矿,https://www.gem.wiki/Shilawusu_mine,Operating,,,,Inner Mongolia Haosheng Coal Industry Company,-,Shandong Energy [77%]; Shanghai Huayi Group [19%]; Jiutai Energy [2%]; Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City [1%]; Others [1%],China,8,*,"2,022",,Underground,-,71.2,456,Estimate,826,Estimate,Bituminous,Thermal,-,-,-,-,"2,021",-,,Menkeqing,Ordos,Inner Mongolia,Eastern Asia,Asia,39.02,109.62,Exact,,,,,,126.7,0.085,7,2.5,,,,,,,,,,,,,,,,,,,,
M0345,,,,China,Shitoumei No.1 Coal Mine,,新疆能源（集团）有限责任公司石头梅一号露天煤矿,https://www.gem.wiki/Shitoumei_No.1_open_pit_coal_mine,Proposed,Permitted,Expansion,Stage 2,Xinjiang Energy Group,-,Xinjiang Energy Group,China,15,*,,,Surface,Open Pit,-,60,Estimate,-,-,Bituminous,Thermal,-,-,-,-,TBD,-,Tuha,,Hami,Xinjiang,Eastern Asia,Asia,44.27,93.06,Approximate,,,,,,58.6,0.039,3.2,1.2,,,,,,,"2,022",https://www.hvo.com.au/wp-content/uploads/2023/06/HVO-2022-Annual-Review_Combined-Reduced-1.pdf,50.00%,50.00%,3.78,3.78,unknown,Approximate,,,,,,
M0345,,,,China,Shitoumei No.1 Coal Mine,,新疆能源（集团）有限责任公司石头梅一号露天煤矿,https://www.gem.wiki/Shitoumei_No.1_open_pit_coal_mine,Operating,,,Stage 1,Xinjiang Energy Group,-,Xinjiang Energy Group,China,5,*,"2,022",,Surface,Open Pit,27.47,60,Estimate,515,Exact,Bituminous,Thermal,-,-,-,-,"2,022",-,Tuha,,Hami,Xinjiang,Eastern Asia,Asia,44.27,93.06,Approximate,Shitoumei power station (Unit 1),Hami-Chongqing UHV Transmission Line power station,https://www.gem.wiki/Hami-Chongqing_UHV_Transmission_Line_power_station,,,19.5,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0346,,,,China,Shuangshan Coal Mine,,陕西腾晖矿业有限公司双山煤矿,https://www.gem.wiki/Shuangshan_Coal_Mine,Operating,,,,Shaanxi Tenghui Mining Company,-,Shaanxi Tenghui Mining Company,China,1.2,*,"2,022",,Underground,-,11.24,456,Estimate,340,Estimate,Bituminous,Thermal,88,-,-,73,"2,020",57,,Mahuangliang,Yulin,Shaanxi,Eastern Asia,Asia,38.45,109.95,Exact,,,,,,19,0.013,1.1,0.4,,,,,,,,,,,,,,,,,,,,
M0347,,,,China,East Well of Sihe Coal Mine,山西晋城无烟煤矿业集团有限责任公司寺河煤矿东井,晋能控股装备制造集团有限公司寺河煤矿东井,https://www.gem.wiki/East_Well_of_Sihe_Coal_Mine,Operating,,,,Jinneng Holding Equipment Manufacturing Group,-,Jinneng Group [70.06%]; China Development Bank（10.29%]; China Cinda Asset Management Company [13.65%],China,5,*,"2,022",,Underground,-,91.2,456,Estimate,"5,839",Exact,Anthracite,Thermal,383,-,-,77,"2,002",30,Qinshui,Jiafeng,Jincheng,Shanxi,Eastern Asia,Asia,35.6,112.52,Exact,,,,,,140.5,0.094,7.8,2.8,,,,,,,,,,,,,,,,,,,,
M0348,,,,China,Sijiazhuang Coal Mine,,山西阳煤寺家庄煤业有限责任公司,https://www.gem.wiki/Sijiazhuang_Coal_Mine,Operating,,,,Yangquan Coal Industry Group,-,Huayang New Material Technology Group,China,4.5,*,"2,022",,Underground,Longwall,120.25,456,Estimate,"2,909",Exact,Anthracite,Thermal,594,-,-,132,"2,013",-,,Leping,Jinzhong,Shanxi,Eastern Asia,Asia,37.59,113.62,Exact,,,,,,126.4,0.085,7,2.5,,,,,,,,,,,,,,,,,,,,
M0349,,,,China,Sitai Coal Mine,,晋能控股煤业集团有限公司四台矿,https://www.gem.wiki/Sitai_Coal_Mine,Operating,,,,Jinneng Holding Coal Industry Group,-,Jinneng Group [65.17%]; China Cinda Asset Management Company [30.12%]; Jinneng Group; Others [4.71%],China,1.8,*,"2,022",,Underground,-,65.46,456,Estimate,"5,277",Exact,Bituminous,Thermal,155,-,-,86,"1,991",31,,Gaoshan,Datong,Shanxi,Eastern Asia,Asia,40.09,112.97,Exact,,,,,,28.5,0.019,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M0350,,,,China,Songxinzhuang Coal Mine,,中国石化长城能源化工（宁夏）有限公司宋新庄煤矿,https://www.gem.wiki/Songxinzhuang_Coal_Mine,Operating,,,,Sinopec Great Wall Energy Chemical [Ningxia] Company,-,Sinopec Group,China,1.5,*,"2,023",,Underground,-,30.7,456,Estimate,838,Estimate,Bituminous,Thermal,98,-,-,65,"2,021",58,,Fengjigou,Wuzhong,Ningxia,Eastern Asia,Asia,37.49,106.8,Exact,,,,,,23.7,0.016,1.3,0.5,,,,,,,,,,,,,,,,,,,,
M0351,,,,China,Suancigou Coal Mine,,内蒙古伊泰京粤酸刺沟矿业有限责任公司酸刺沟煤矿,https://www.gem.wiki/Suancigou_coal_mine,Operating,,,,Inner Mongolia Yitai Jingyue Suancigou Mining Company,-,Inner Mongolia Yitai Group [52%]; Shanxi Yuedian Energy [24%]; Beijing Jingneng Power Company [24%],China,20,*,"2,022",,Underground,-,49.82,456,Estimate,36,Exact,Bituminous,Thermal,732,30/6/2023,"1,141",37,"2,010",36,,Xuejiawan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.71,111.21,Exact,,,,,,316.6,0.212,17.5,6.3,,,,,,,,,,,,,,,,,,,,
M0352,,,,China,Sunjiacha Coal Mine,,陕西煤业化工集团孙家岔龙华矿业有限责任公司,https://www.gem.wiki/Sunjiacha_Coal_Mine,Operating,,,,Sunjiacha Longhua Mining Company,-,Shaanxi Coal and Chemical Industry Group,China,10,*,"2,022",,Underground,Longwall,54.37,456,Estimate,893,Exact,Bituminous,Thermal,386,-,-,39,"2,007",34,,Sunjiacha,Yulin,Shaanxi,Eastern Asia,Asia,39.13,110.35,Exact,,,,,,158.3,0.106,8.8,3.2,,,,,,,,,,,,,,,,,,,,
M0353,,,,China,Talahao Coal Mine,,内蒙古伊泰煤炭股份有限公司塔拉壕煤矿,https://www.gem.wiki/Talahao_mine,Operating,,,,Inner Mongolia Yitai Coal Company,-,Inner Mongolia Yitai Investment,China,12,*,"2,023",,Underground,-,42.62,456,Estimate,"1,174",Estimate,Bituminous,Thermal,532,-,-,44,-,-,,Talahao,Ordos,Inner Mongolia,Eastern Asia,Asia,39.79,110.16,Exact,,,,,,190,0.127,10.5,3.8,,,,,,,,,,,,,,,,,,,,
