Unit ID,Unit Name,Unit type,Country,Fuel type,Status,Latitude,Longitude,Location accuracy,Owner,Parent,Production (Mtpa),Mine Type,Mine Size (Km2),Mine Depth (m),Coal Type,Coal Grade,GEM Coal Mine Methane Emissions Estimate (MCM/yr),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
OG0013287,Celtic Waseca,pool,Canada,oil,Operating,53.44,-109.306,exact,,, , , , , , , ,75.795235,69.97874,59.795277,47.770576,37.269733,31.093021,30.954683,36.985977,47.38434,59.41111,69.82645,75.760414
OG0013288,Ceylon Bakken,pool,Canada,oil,Operating,49.466,-104.478,exact,,, , , , , , , ,71.89524,66.07874,55.895275,43.87058,33.369736,27.193022,27.054684,33.085976,43.48434,55.51111,65.926445,71.86041
OG0013289,Chambery U Shaunavon,pool,Canada,oil,,,,,,, , , , , , , ,112.39524,106.57874,96.39527,84.370575,73.869736,67.69302,67.55468,73.585976,83.98434,96.01111,106.426445,112.36041
OG0013290,Chapleau Lake Red River,pool,Canada,oil,Operating,50.19,-103.551,exact,,, , , , , , , ,72.59524,66.77874,56.595276,44.57058,34.069736,27.89302,27.754683,33.785976,44.18434,56.21111,66.62645,72.56041
OG0013295,Coleville Bakken,pool,Canada,oil,Operating,51.676,-109.237,exact,,, , , , , , , ,74.09524,68.27874,58.095276,46.07058,35.569736,29.39302,29.254683,35.285976,45.68434,57.71111,68.12645,74.06041
OG0013297,Coleville S Mannville,pool,Canada,oil,Operating,51.644,-109.182,exact,,, , , , , , , ,73.99524,68.17874,57.995274,45.970577,35.469734,29.293022,29.154682,35.185978,45.58434,57.61111,68.02645,73.96041
OG0013298,Coleville S Success,pool,Canada,oil,Operating,51.644,-109.182,exact,,, , , , , , , ,73.99524,68.17874,57.995274,45.970577,35.469734,29.293022,29.154682,35.185978,45.58434,57.61111,68.02645,73.96041
OG0013299,Coleville South Bakken,pool,Canada,oil,Operating,51.644,-109.182,exact,,, , , , , , , ,73.99524,68.17874,57.995274,45.970577,35.469734,29.293022,29.154682,35.185978,45.58434,57.61111,68.02645,73.96041
OG0013301,Coleville-Smiley Viking,pool,Canada,gas,Operating,51.648,-109.317,exact,,, , , , , , , ,73.99524,68.17874,57.995274,45.970577,35.469734,29.293022,29.154682,35.185978,45.58434,57.61111,68.02645,73.96041
OG0013302,Colgate Midale,pool,Canada,oil,Operating,49.397,-103.894,exact,,, , , , , , , ,71.795235,65.97874,55.795273,43.770576,33.269733,27.093021,26.954683,32.985977,43.38434,55.41111,65.82645,71.760414
OG0013303,Consul 2nd White Specks,pool,Canada,gas,,49.364,-109.604,exact,,, , , , , , , ,71.795235,65.97874,55.795273,43.770576,33.269733,27.093021,26.954683,32.985977,43.38434,55.41111,65.82645,71.760414
OG0013304,Consul Upper Shaunavon,pool,Canada,gas,,49.364,-109.604,exact,,, , , , , , , ,71.795235,65.97874,55.795273,43.770576,33.269733,27.093021,26.954683,32.985977,43.38434,55.41111,65.82645,71.760414
OG0013305,Coothill Red Jacket,pool,Canada,oil,Operating,50.184,-101.911,exact,,, , , , , , , ,72.59524,66.77874,56.595276,44.57058,34.069736,27.89302,27.754683,33.785976,44.18434,56.21111,66.62645,72.56041
OG0013307,Corning West Tilston,pool,Canada,oil,Operating,49.91,-102.936,exact,,, , , , , , , ,72.295235,66.47874,56.295273,44.270576,33.769733,27.593021,27.454683,33.485977,43.88434,55.91111,66.32645,72.260414
OG0013308,Cosine Lk Lloydminster,pool,Canada,oil,Operating,52.17,-109.972,exact,,, , , , , , , ,74.59524,68.77874,58.595276,46.57058,36.069736,29.89302,29.754683,35.785976,46.18434,58.21111,68.62645,74.56041
OG0013309,Court Bakken,pool,Canada,oil,Operating,51.863,-109.855,exact,,, , , , , , , ,74.295235,68.47874,58.295273,46.270576,35.769733,29.593021,29.454683,35.485977,45.88434,57.91111,68.32645,74.260414
