Category,Year,Ch4 Kt,Country
1.B.1.a.i Underground Mines,2013,11.77,Canada
1.B.1.a.i Underground Mines,2014,10.44,Canada
1.B.1.a.i Underground Mines,2014,10.44,Canada
1.B.1.a.i Underground Mines,2014,10.44,Canada
1.B.1.a.i Underground Mines,2015,11.25,Canada
1.B.1.a.i Underground Mines,2015,11.25,Canada
1.B.1.a.i Underground Mines,2015,11.25,Canada
1.B.1.a.i Underground Mines,2016,11.16,Canada
1.B.1.a.i Underground Mines,2016,11.16,Canada
1.B.1.a.i Underground Mines,2016,11.16,Canada
1.B.1.a.i Underground Mines,2017,12.18,Canada
1.B.1.a.i Underground Mines,2017,12.18,Canada
1.B.1.a.i Underground Mines,2017,12.18,Canada
1.B.1.a.i Underground Mines,2018,9.77,Canada
1.B.1.a.i Underground Mines,2018,9.77,Canada
1.B.1.a.i Underground Mines,2018,9.77,Canada
1.B.1.a.i Underground Mines,2019,8.14,Canada
1.B.1.a.i Underground Mines,2019,8.14,Canada
1.B.1.a.i Underground Mines,2019,8.14,Canada
1.B.1.a.i Underground Mines,2020,7.41,Canada
1.B.1.a.i Underground Mines,2020,7.41,Canada
1.B.1.a.i Underground Mines,2020,7.41,Canada
1.B.1.a.i Underground Mines,Last Inventory Year (2021),6.83,Canada
1.B.1.a.i Underground Mines,Last Inventory Year (2021),6.83,Canada
1.B.1.a.i Underground Mines,Last Inventory Year (2021),6.83,Canada
1.B.1.a.i Underground Mines,Base year,68.29,Croatia
1.B.1.a.i Underground Mines,Base year,68.29,Croatia
1.B.1.a.i Underground Mines,Base year,68.29,Croatia
1.B.1.a.i Underground Mines,1990,68.29,Croatia
1.B.1.a.i Underground Mines,1990,68.29,Croatia
1.B.1.a.i Underground Mines,1990,68.29,Croatia
1.B.1.a.i Underground Mines,1991,69.55,Croatia
1.B.1.a.i Underground Mines,1991,69.55,Croatia
1.B.1.a.i Underground Mines,1991,69.55,Croatia
1.B.1.a.i Underground Mines,1992,56.26,Croatia
1.B.1.a.i Underground Mines,1992,56.26,Croatia
1.B.1.a.i Underground Mines,1992,56.26,Croatia
1.B.1.a.i Underground Mines,1993,59.78,Croatia
1.B.1.a.i Underground Mines,1993,59.78,Croatia
1.B.1.a.i Underground Mines,1993,59.78,Croatia
1.B.1.a.i Underground Mines,1994,50.94,Croatia
1.B.1.a.i Underground Mines,1994,50.94,Croatia
1.B.1.a.i Underground Mines,1994,50.94,Croatia
1.B.1.a.i Underground Mines,1995,43.51,Croatia
1.B.1.a.i Underground Mines,1995,43.51,Croatia
1.B.1.a.i Underground Mines,1995,43.51,Croatia
1.B.1.a.i Underground Mines,1996,37.76,Croatia
1.B.1.a.i Underground Mines,1996,37.76,Croatia
1.B.1.a.i Underground Mines,1996,37.76,Croatia
1.B.1.a.i Underground Mines,1997,39.99,Croatia
1.B.1.a.i Underground Mines,1997,39.99,Croatia
1.B.1.a.i Underground Mines,1997,39.99,Croatia
1.B.1.a.i Underground Mines,1998,32.69,Croatia
1.B.1.a.i Underground Mines,1998,32.69,Croatia
1.B.1.a.i Underground Mines,1998,32.69,Croatia
1.B.1.a.i Underground Mines,1999,23.14,Croatia
1.B.1.a.i Underground Mines,1999,23.14,Croatia
1.B.1.a.i Underground Mines,1999,23.14,Croatia
1.B.1.a.i Underground Mines,2000,25.89,Croatia
1.B.1.a.i Underground Mines,2000,25.89,Croatia
1.B.1.a.i Underground Mines,2000,25.89,Croatia
1.B.1.a.i Underground Mines,2001,24.2,Croatia
1.B.1.a.i Underground Mines,2001,24.2,Croatia
1.B.1.a.i Underground Mines,2001,24.2,Croatia
1.B.1.a.i Underground Mines,2002,21.61,Croatia
1.B.1.a.i Underground Mines,2002,21.61,Croatia
1.B.1.a.i Underground Mines,2002,21.61,Croatia
1.B.1.a.i Underground Mines,2003,19.98,Croatia
1.B.1.a.i Underground Mines,2003,19.98,Croatia
1.B.1.a.i Underground Mines,2003,19.98,Croatia
1.B.1.a.i Underground Mines,2004,19.31,Croatia
1.B.1.a.i Underground Mines,2004,19.31,Croatia
1.B.1.a.i Underground Mines,2004,19.31,Croatia
1.B.1.a.i Underground Mines,2005,10.28,Croatia
1.B.1.a.i Underground Mines,2005,10.28,Croatia
1.B.1.a.i Underground Mines,2005,10.28,Croatia
1.B.1.a.i Underground Mines,2006,10.01,Croatia
1.B.1.a.i Underground Mines,2006,10.01,Croatia
1.B.1.a.i Underground Mines,2006,10.01,Croatia
1.B.1.a.i Underground Mines,2007,9.81,Croatia
1.B.1.a.i Underground Mines,2007,9.81,Croatia
1.B.1.a.i Underground Mines,2007,9.81,Croatia
1.B.1.a.i Underground Mines,2008,9.06,Croatia
1.B.1.a.i Underground Mines,2008,9.06,Croatia
1.B.1.a.i Underground Mines,2008,9.06,Croatia
1.B.1.a.i Underground Mines,2009,9,Croatia
1.B.1.a.i Underground Mines,2009,9,Croatia
1.B.1.a.i Underground Mines,2009,9,Croatia
1.B.1.a.i Underground Mines,2010,9.27,Croatia
1.B.1.a.i Underground Mines,2010,9.27,Croatia
1.B.1.a.i Underground Mines,2010,9.27,Croatia
1.B.1.a.i Underground Mines,2011,9.25,Croatia
1.B.1.a.i Underground Mines,2011,9.25,Croatia
1.B.1.a.i Underground Mines,2011,9.25,Croatia
1.B.1.a.i Underground Mines,2012,8.45,Croatia
1.B.1.a.i Underground Mines,2012,8.45,Croatia
1.B.1.a.i Underground Mines,2012,8.45,Croatia
1.B.1.a.i Underground Mines,2013,9.14,Croatia
1.B.1.a.i Underground Mines,2013,9.14,Croatia
1.B.1.a.i Underground Mines,2013,9.14,Croatia
1.B.1.a.i Underground Mines,2014,4.42,Croatia
1.B.1.a.i Underground Mines,2014,4.42,Croatia
1.B.1.a.i Underground Mines,2014,4.42,Croatia
1.B.1.a.i Underground Mines,2015,3.47,Croatia
1.B.1.a.i Underground Mines,2015,3.47,Croatia
1.B.1.a.i Underground Mines,2015,3.47,Croatia
1.B.1.a.i Underground Mines,2016,2.89,Croatia
1.B.1.a.i Underground Mines,2016,2.89,Croatia
1.B.1.a.i Underground Mines,2016,2.89,Croatia
1.B.1.a.i Underground Mines,2017,5.54,Croatia
1.B.1.a.i Underground Mines,2017,5.54,Croatia
1.B.1.a.i Underground Mines,2017,5.54,Croatia
1.B.1.a.i Underground Mines,2018,6.43,Croatia
1.B.1.a.i Underground Mines,2018,6.43,Croatia
1.B.1.a.i Underground Mines,2018,6.43,Croatia
1.B.1.a.i Underground Mines,2019,8.74,Croatia
1.B.1.a.i Underground Mines,2019,8.74,Croatia
1.B.1.a.i Underground Mines,2019,8.74,Croatia
1.B.1.a.i Underground Mines,2020,2.47,Croatia
1.B.1.a.i Underground Mines,2020,2.47,Croatia
1.B.1.a.i Underground Mines,2020,2.47,Croatia
1.B.1.a.i Underground Mines,Last Inventory Year (2021),2.41,Croatia
1.B.1.a.i Underground Mines,Last Inventory Year (2021),2.41,Croatia
1.B.1.a.i Underground Mines,Last Inventory Year (2021),2.41,Croatia
1.B.1.a.i Underground Mines,Base year,2.39,Cyprus
1.B.1.a.i Underground Mines,Base year,2.39,Cyprus
1.B.1.a.i Underground Mines,Base year,2.39,Cyprus
1.B.1.a.i Underground Mines,1990,2.39,Cyprus
1.B.1.a.i Underground Mines,1990,2.39,Cyprus
1.B.1.a.i Underground Mines,1990,2.39,Cyprus
1.B.1.a.i Underground Mines,1991,2.13,Cyprus
1.B.1.a.i Underground Mines,1991,2.13,Cyprus
1.B.1.a.i Underground Mines,1991,2.13,Cyprus
1.B.1.a.i Underground Mines,1992,1.65,Cyprus
1.B.1.a.i Underground Mines,1992,1.65,Cyprus
1.B.1.a.i Underground Mines,1992,1.65,Cyprus
1.B.1.a.i Underground Mines,1993,1.58,Cyprus
1.B.1.a.i Underground Mines,1993,1.58,Cyprus
1.B.1.a.i Underground Mines,1993,1.58,Cyprus
1.B.1.a.i Underground Mines,1994,1.42,Cyprus
1.B.1.a.i Underground Mines,1994,1.42,Cyprus
1.B.1.a.i Underground Mines,1994,1.42,Cyprus
1.B.1.a.i Underground Mines,1995,1.13,Cyprus
1.B.1.a.i Underground Mines,1995,1.13,Cyprus
1.B.1.a.i Underground Mines,1995,1.13,Cyprus
1.B.1.a.i Underground Mines,1996,0.91,Cyprus
1.B.1.a.i Underground Mines,1996,0.91,Cyprus
1.B.1.a.i Underground Mines,1996,0.91,Cyprus
1.B.1.a.i Underground Mines,1997,0.67,Cyprus
1.B.1.a.i Underground Mines,1997,0.67,Cyprus
1.B.1.a.i Underground Mines,1997,0.67,Cyprus
1.B.1.a.i Underground Mines,1998,0.7,Cyprus
1.B.1.a.i Underground Mines,1998,0.7,Cyprus
1.B.1.a.i Underground Mines,1998,0.7,Cyprus
1.B.1.a.i Underground Mines,1999,0.21,Cyprus
1.B.1.a.i Underground Mines,1999,0.21,Cyprus
1.B.1.a.i Underground Mines,1999,0.21,Cyprus
1.B.1.a.i Underground Mines,Base year,326.44,Denmark
1.B.1.a.i Underground Mines,Base year,326.44,Denmark
1.B.1.a.i Underground Mines,1990,326.44,Denmark
1.B.1.a.i Underground Mines,1990,326.44,Denmark
1.B.1.a.i Underground Mines,1991,299.15,Denmark
1.B.1.a.i Underground Mines,1991,299.15,Denmark
1.B.1.a.i Underground Mines,1992,277.87,Denmark
1.B.1.a.i Underground Mines,1992,277.87,Denmark
1.B.1.a.i Underground Mines,1993,295.21,Denmark
1.B.1.a.i Underground Mines,1993,295.21,Denmark
1.B.1.a.i Underground Mines,1994,281.49,Denmark
1.B.1.a.i Underground Mines,1994,281.49,Denmark
1.B.1.a.i Underground Mines,1995,279.2,Denmark
1.B.1.a.i Underground Mines,1995,279.2,Denmark
1.B.1.a.i Underground Mines,1996,274.41,Denmark
1.B.1.a.i Underground Mines,1996,274.41,Denmark
1.B.1.a.i Underground Mines,1997,266.59,Denmark
1.B.1.a.i Underground Mines,1997,266.59,Denmark
1.B.1.a.i Underground Mines,1998,256.43,Denmark
1.B.1.a.i Underground Mines,1998,256.43,Denmark
1.B.1.a.i Underground Mines,1999,230.97,Denmark
1.B.1.a.i Underground Mines,1999,230.97,Denmark
1.B.1.a.i Underground Mines,2000,190.15,Denmark
1.B.1.a.i Underground Mines,2000,190.15,Denmark
1.B.1.a.i Underground Mines,2001,163.22,Denmark
1.B.1.a.i Underground Mines,2001,163.22,Denmark
1.B.1.a.i Underground Mines,2002,155.25,Denmark
1.B.1.a.i Underground Mines,2002,155.25,Denmark
1.B.1.a.i Underground Mines,2003,150.85,Denmark
1.B.1.a.i Underground Mines,2003,150.85,Denmark
1.B.1.a.i Underground Mines,2004,144.82,Denmark
1.B.1.a.i Underground Mines,2004,144.82,Denmark
1.B.1.a.i Underground Mines,2005,158.35,Denmark
1.B.1.a.i Underground Mines,2005,158.35,Denmark
1.B.1.a.i Underground Mines,2006,165.57,Denmark
1.B.1.a.i Underground Mines,2006,165.57,Denmark
1.B.1.a.i Underground Mines,2007,147.49,Denmark
1.B.1.a.i Underground Mines,2007,147.49,Denmark
1.B.1.a.i Underground Mines,2008,149.26,Denmark
1.B.1.a.i Underground Mines,2008,149.26,Denmark
1.B.1.a.i Underground Mines,2009,121.35,Denmark
1.B.1.a.i Underground Mines,2009,121.35,Denmark
1.B.1.a.i Underground Mines,2010,123.56,Denmark
1.B.1.a.i Underground Mines,2010,123.56,Denmark
1.B.1.a.i Underground Mines,2011,120.21,Denmark
1.B.1.a.i Underground Mines,2011,120.21,Denmark
1.B.1.a.i Underground Mines,2012,121.63,Denmark
1.B.1.a.i Underground Mines,2012,121.63,Denmark
1.B.1.a.i Underground Mines,2013,93.56,Denmark
1.B.1.a.i Underground Mines,2013,93.56,Denmark
1.B.1.a.i Underground Mines,2014,96.55,Denmark
1.B.1.a.i Underground Mines,2014,96.55,Denmark
1.B.1.a.i Underground Mines,2015,91.7,Denmark
1.B.1.a.i Underground Mines,2015,91.7,Denmark
1.B.1.a.i Underground Mines,2016,74.44,Denmark
1.B.1.a.i Underground Mines,2016,74.44,Denmark
1.B.1.a.i Underground Mines,2017,60.65,Denmark
1.B.1.a.i Underground Mines,2017,60.65,Denmark
1.B.1.a.i Underground Mines,2018,52.01,Denmark
1.B.1.a.i Underground Mines,2018,52.01,Denmark
1.B.1.a.i Underground Mines,2019,41,Denmark
1.B.1.a.i Underground Mines,2019,41,Denmark
1.B.1.a.i Underground Mines,2020,25.95,Denmark
1.B.1.a.i Underground Mines,2020,25.95,Denmark
1.B.1.a.i Underground Mines,Last Inventory Year (2021),25.83,Denmark
1.B.1.a.i Underground Mines,Last Inventory Year (2021),25.83,Denmark
1.B.1.a.i Underground Mines,Base year,"2,766.59",Finland
1.B.1.a.i Underground Mines,Base year,"2,766.59",Finland
1.B.1.a.i Underground Mines,1990,"2,766.59",Finland
1.B.1.a.i Underground Mines,1990,"2,766.59",Finland
1.B.1.a.i Underground Mines,1991,"2,514.12",Finland
1.B.1.a.i Underground Mines,1991,"2,514.12",Finland
1.B.1.a.i Underground Mines,1992,"2,420.46",Finland
1.B.1.a.i Underground Mines,1992,"2,420.46",Finland
1.B.1.a.i Underground Mines,1993,"2,362.9",Finland
1.B.1.a.i Underground Mines,1993,"2,362.9",Finland
1.B.1.a.i Underground Mines,1994,"2,276.29",Finland
1.B.1.a.i Underground Mines,1994,"2,276.29",Finland
1.B.1.a.i Underground Mines,1995,"2,295",Finland
1.B.1.a.i Underground Mines,1995,"2,295",Finland
1.B.1.a.i Underground Mines,1996,"2,200.69",Finland
1.B.1.a.i Underground Mines,1996,"2,200.69",Finland
1.B.1.a.i Underground Mines,1997,"2,426.06",Finland
1.B.1.a.i Underground Mines,1997,"2,426.06",Finland
1.B.1.a.i Underground Mines,1998,"2,231.21",Finland
1.B.1.a.i Underground Mines,1998,"2,231.21",Finland
1.B.1.a.i Underground Mines,1999,"2,222.1",Finland
1.B.1.a.i Underground Mines,1999,"2,222.1",Finland
1.B.1.a.i Underground Mines,2000,"2,073.08",Finland
1.B.1.a.i Underground Mines,2000,"2,073.08",Finland
1.B.1.a.i Underground Mines,2001,"1,999.43",Finland
1.B.1.a.i Underground Mines,2001,"1,999.43",Finland
1.B.1.a.i Underground Mines,2002,"1,939.62",Finland
1.B.1.a.i Underground Mines,2002,"1,939.62",Finland
1.B.1.a.i Underground Mines,2003,"1,898.07",Finland
1.B.1.a.i Underground Mines,2003,"1,898.07",Finland
1.B.1.a.i Underground Mines,2004,"1,715.25",Finland
1.B.1.a.i Underground Mines,2004,"1,715.25",Finland
1.B.1.a.i Underground Mines,2005,"1,648.31",Finland
1.B.1.a.i Underground Mines,2005,"1,648.31",Finland
1.B.1.a.i Underground Mines,2006,"1,525.42",Finland
1.B.1.a.i Underground Mines,2006,"1,525.42",Finland
1.B.1.a.i Underground Mines,2007,"1,411.25",Finland
1.B.1.a.i Underground Mines,2007,"1,411.25",Finland
1.B.1.a.i Underground Mines,2008,"1,386.89",Finland
1.B.1.a.i Underground Mines,2008,"1,386.89",Finland
1.B.1.a.i Underground Mines,2009,"1,253.42",Finland
1.B.1.a.i Underground Mines,2009,"1,253.42",Finland
1.B.1.a.i Underground Mines,2010,"1,213.27",Finland
1.B.1.a.i Underground Mines,2010,"1,213.27",Finland
1.B.1.a.i Underground Mines,2011,"1,180.19",Finland
1.B.1.a.i Underground Mines,2011,"1,180.19",Finland
1.B.1.a.i Underground Mines,2012,"1,193.15",Finland
1.B.1.a.i Underground Mines,2012,"1,193.15",Finland
1.B.1.a.i Underground Mines,2013,"1,130.73",Finland
1.B.1.a.i Underground Mines,2013,"1,130.73",Finland
1.B.1.a.i Underground Mines,2014,"1,091.32",Finland
1.B.1.a.i Underground Mines,2014,"1,091.32",Finland
1.B.1.a.i Underground Mines,2015,"1,125.37",Finland
1.B.1.a.i Underground Mines,2015,"1,125.37",Finland
1.B.1.a.i Underground Mines,2016,"1,070.93",Finland
1.B.1.a.i Underground Mines,2016,"1,070.93",Finland
1.B.1.a.i Underground Mines,2017,"1,037.12",Finland
1.B.1.a.i Underground Mines,2017,"1,037.12",Finland
1.B.1.a.i Underground Mines,2018,963.48,Finland
1.B.1.a.i Underground Mines,2018,963.48,Finland
1.B.1.a.i Underground Mines,2019,828.44,Finland
1.B.1.a.i Underground Mines,2019,828.44,Finland
1.B.1.a.i Underground Mines,2020,798.87,Finland
1.B.1.a.i Underground Mines,2020,798.87,Finland
1.B.1.a.i Underground Mines,Last Inventory Year (2021),768.77,Finland
1.B.1.a.i Underground Mines,Last Inventory Year (2021),768.77,Finland
1.B.1.a.i Underground Mines,Base year,189.34,Germany
1.B.1.a.i Underground Mines,Base year,189.34,Germany
1.B.1.a.i Underground Mines,Base year,189.34,Germany
1.B.1.a.i Underground Mines,1990,189.34,Germany
1.B.1.a.i Underground Mines,1990,189.34,Germany
1.B.1.a.i Underground Mines,1990,189.34,Germany
1.B.1.a.i Underground Mines,1991,176.05,Germany
1.B.1.a.i Underground Mines,1991,176.05,Germany
1.B.1.a.i Underground Mines,1991,176.05,Germany
1.B.1.a.i Underground Mines,1992,184.15,Germany
1.B.1.a.i Underground Mines,1992,184.15,Germany
1.B.1.a.i Underground Mines,1992,184.15,Germany
1.B.1.a.i Underground Mines,1993,192.56,Germany
1.B.1.a.i Underground Mines,1993,192.56,Germany
1.B.1.a.i Underground Mines,1993,192.56,Germany
1.B.1.a.i Underground Mines,1994,196.97,Germany
1.B.1.a.i Underground Mines,1994,196.97,Germany
1.B.1.a.i Underground Mines,1994,196.97,Germany
1.B.1.a.i Underground Mines,1995,195.14,Germany
1.B.1.a.i Underground Mines,1995,195.14,Germany
1.B.1.a.i Underground Mines,1995,195.14,Germany
1.B.1.a.i Underground Mines,1996,148.09,Germany
1.B.1.a.i Underground Mines,1996,148.09,Germany
1.B.1.a.i Underground Mines,1996,148.09,Germany
1.B.1.a.i Underground Mines,1997,125.91,Germany
1.B.1.a.i Underground Mines,1997,125.91,Germany
1.B.1.a.i Underground Mines,1997,125.91,Germany
1.B.1.a.i Underground Mines,1998,122.19,Germany
1.B.1.a.i Underground Mines,1998,122.19,Germany
1.B.1.a.i Underground Mines,1998,122.19,Germany
1.B.1.a.i Underground Mines,1999,116.04,Germany
1.B.1.a.i Underground Mines,1999,116.04,Germany
1.B.1.a.i Underground Mines,1999,116.04,Germany
1.B.1.a.i Underground Mines,2000,79.53,Germany
1.B.1.a.i Underground Mines,2000,79.53,Germany
1.B.1.a.i Underground Mines,2000,79.53,Germany
1.B.1.a.i Underground Mines,2001,72,Germany
1.B.1.a.i Underground Mines,2001,72,Germany
1.B.1.a.i Underground Mines,2001,72,Germany
1.B.1.a.i Underground Mines,2002,47.94,Germany
1.B.1.a.i Underground Mines,2002,47.94,Germany
1.B.1.a.i Underground Mines,2002,47.94,Germany
1.B.1.a.i Underground Mines,2003,45.75,Germany
1.B.1.a.i Underground Mines,2003,45.75,Germany
1.B.1.a.i Underground Mines,2003,45.75,Germany
1.B.1.a.i Underground Mines,2004,26.66,Germany
1.B.1.a.i Underground Mines,2004,26.66,Germany
1.B.1.a.i Underground Mines,2004,26.66,Germany
1.B.1.a.i Underground Mines,2005,14.81,Germany
1.B.1.a.i Underground Mines,2005,14.81,Germany
1.B.1.a.i Underground Mines,2005,14.81,Germany
1.B.1.a.i Underground Mines,2006,9.45,Germany
1.B.1.a.i Underground Mines,2006,9.45,Germany
1.B.1.a.i Underground Mines,2006,9.45,Germany
1.B.1.a.i Underground Mines,2007,1.41,Germany
1.B.1.a.i Underground Mines,2007,1.41,Germany
1.B.1.a.i Underground Mines,2007,1.41,Germany
1.B.1.a.i Underground Mines,2008,1.41,Germany
1.B.1.a.i Underground Mines,2008,1.41,Germany
1.B.1.a.i Underground Mines,2008,1.41,Germany
1.B.1.a.i Underground Mines,2009,1.41,Germany
1.B.1.a.i Underground Mines,2009,1.41,Germany
1.B.1.a.i Underground Mines,2009,1.41,Germany
1.B.1.a.i Underground Mines,2010,1.41,Germany
1.B.1.a.i Underground Mines,2010,1.41,Germany
1.B.1.a.i Underground Mines,2010,1.41,Germany
1.B.1.a.i Underground Mines,2011,1.07,Germany
1.B.1.a.i Underground Mines,2011,1.07,Germany
1.B.1.a.i Underground Mines,2011,1.07,Germany
1.B.1.a.i Underground Mines,2012,0.47,Germany
1.B.1.a.i Underground Mines,2012,0.47,Germany
1.B.1.a.i Underground Mines,2012,0.47,Germany
1.B.1.a.i Underground Mines,2013,0.54,Germany
1.B.1.a.i Underground Mines,2013,0.54,Germany
1.B.1.a.i Underground Mines,2013,0.54,Germany
1.B.1.a.i Underground Mines,2014,0.4,Germany
1.B.1.a.i Underground Mines,2014,0.4,Germany
1.B.1.a.i Underground Mines,2014,0.4,Germany
1.B.1.a.i Underground Mines,2015,0.4,Germany
1.B.1.a.i Underground Mines,2015,0.4,Germany
1.B.1.a.i Underground Mines,2015,0.4,Germany
1.B.1.a.i Underground Mines,2016,0.4,Germany
1.B.1.a.i Underground Mines,2016,0.4,Germany
1.B.1.a.i Underground Mines,2016,0.4,Germany
1.B.1.a.i Underground Mines,2017,0.4,Germany
1.B.1.a.i Underground Mines,2017,0.4,Germany
1.B.1.a.i Underground Mines,2017,0.4,Germany
1.B.1.a.i Underground Mines,2018,0.4,Germany
1.B.1.a.i Underground Mines,2018,0.4,Germany
1.B.1.a.i Underground Mines,2018,0.4,Germany
1.B.1.a.i Underground Mines,2019,0.4,Germany
1.B.1.a.i Underground Mines,2019,0.4,Germany
1.B.1.a.i Underground Mines,2019,0.4,Germany
1.B.1.a.i Underground Mines,2020,0.4,Germany
1.B.1.a.i Underground Mines,2020,0.4,Germany
1.B.1.a.i Underground Mines,2020,0.4,Germany
1.B.1.a.i Underground Mines,Last Inventory Year (2021),0.05,Germany
1.B.1.a.i Underground Mines,Last Inventory Year (2021),0.05,Germany
1.B.1.a.i Underground Mines,Last Inventory Year (2021),0.05,Germany
1.B.1.a.i Underground Mines,Base year,"1,015.85",Greece
1.B.1.a.i Underground Mines,Base year,"1,015.85",Greece
1.B.1.a.i Underground Mines,Base year,"1,015.85",Greece
